"accuratePass" "saves" "goalKicks" "totalPass" "gameStarted" "cleanSheet" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "totalThrows" "totalTackle" "wasFouled" "fouls" "lostCorners" "totalSubOff" "ontargetScoringAtt" "totalScoringAtt" "totalOffside" "blockedScoringAtt" "stats[2, ]" "totalSubOn" "shotOffTarget" "local" "id_partido" "wonCorners" "yellowCard" "cornerTaken" "goalsConceded" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "goalAssist" "goals" "ownGoals" "penaltyWon" "penaltySave" "secondYellow" "redCard"
"20" NA NA "29" "1" NA "69" NA "9" "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "cfx9wllh2x6ozkvqxusa3sl3p" "Striker" NA NA NA NA NA NA "1" "1" "2" "1" "1" NA NA NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA "1" NA NA NA NA "1" NA NA NA NA NA
"27" NA NA "30" "1" NA "90" NA "10" "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "ek8x7y3jt0xcebttt75qi5exh" "Striker" "2" "1" "3" "1" NA NA NA NA "1" NA NA NA NA "1" FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "4x5sks5f5hgorl2cburji1ped" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "en29qfiuu01nsmekoqhycjo45" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "e0gysmymetthyhdkn2q54l51x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "6alny8atonddyhmltw3dgo1d5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "3ck9n7pb3d1dc8qcdgkxm5m" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA "6" NA NA "21" NA "0" "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "321yjdo3gio1l33hc1pdps4wl" "Substitute" NA NA NA NA NA NA NA NA "1" NA NA NA "1" "1" FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "516s5q2n1hop56c1768x0jbh1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"8" NA NA "13" NA NA "11" NA "0" "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "51m1qnbhz50no0mfc6oq9rhzp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA
"11" NA NA "14" NA NA "21" NA "0" "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "13up673x1kzlwwi22awilagvd" "Substitute" NA "3" NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "3322apmmg9crui9646d4cbm5l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "4yb9avzbrzt8m4c4h1yy98jbp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-20Z" "e3vi0exjm76v5bfnmoj15bg2i" "Canada" "30ldcry8b28hzzwgmii92ilsl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "aaum9wvfb2968mq8qn5w79a3u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"14" "3" "8" "21" "1" NA "90" "1" "1" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "w751k9p25kmtsveitxdlz6j9" "Goalkeeper" NA NA NA NA NA "1" NA NA NA NA NA NA NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"46" NA NA "56" "1" NA "85" "1" "3" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "1duox0r8qvb3t52m9w4mp86ol" "Defender" "1" "13" "1" NA "1" NA "1" NA NA NA NA NA NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"66" NA NA "83" "1" NA "90" "2" "6" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "dqpv2janh4g4qkiqx7h7vs8gl" "Defender" "1" NA "1" NA "1" NA NA NA NA NA NA NA NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"68" NA NA "78" "1" NA "90" "5" "5" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "3izcnjpqeumq1mjfy1osc3qhh" "Defender" "1" NA "1" "1" "1" "1" NA NA NA NA NA NA NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"56" NA NA "69" "1" NA "90" NA "2" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "3je6s76fxj9pq5sxe0pgi5a6t" "Defender" "1" "11" "1" NA NA NA NA NA "1" NA "1" NA NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"69" NA NA "79" "1" NA "90" "1" "8" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "dodnezv7zgf5c4aftlkrhog5x" "Midfielder" "1" NA "2" "2" "2" NA NA "1" "1" NA NA NA NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA "3" "1" NA NA NA "1" NA NA NA NA NA NA
"41" NA NA "48" "1" NA "87" NA "4" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "28yvc8jmyyfavb0hetafjdadx" "Midfielder" NA NA "2" NA "1" NA "1" NA "1" NA "1" NA NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA
"31" NA NA "44" "1" NA "90" "2" "7" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "dl1znxod6ohbi1zwq4iiu4qfp" "Midfielder" "2" NA "4" "3" "2" NA NA NA NA NA NA NA NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"26" NA NA "35" "1" NA "90" NA "11" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "ayu3raszdeuo9vif7i2nfl7md" "Striker" "1" "1" "1" NA NA NA NA "2" "2" "1" NA NA NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "1" NA NA NA NA "2" NA NA NA NA NA
"19" NA NA "32" "1" NA "90" NA "9" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "wupxscyf4x7rsjidpmp0wnv9" "Striker" NA "1" NA "1" NA NA NA "1" "5" NA "3" NA NA "1" TRUE "6cmxk2cvrlhae7fnwv0ba0okq" "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA
"17" NA NA "21" "1" NA "68" NA "10" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "xhbmqvlmvk0gguvc9u806itx" "Striker" NA NA NA NA NA NA "1" "1" "2" "1" "1" NA NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"2" NA NA "3" NA NA "22" NA "0" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "6dmnxn0v7tcrwtd6hm2jaf6j9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "58lm3e9pq1nwwq0wpfncph9sl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "33tahsiot1tk1wxp9swn3vaad" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "bt5tzrnp50x4wvonq8cax1dqt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "vy4f2nqa8dam3d141m5d2nkl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "23b90lntnrwvb0k45u7dva0np" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "9jq5k7h3itkm7dnb8qw9vqvh1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "bxrfg32lc9sspg2ewx160yqxh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "6ywketcafnc6x3tncvohzesx5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA "2" NA NA "3" NA "0" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "23kah59nbx1m7ro3imaaevoph" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA "1" NA NA "5" NA "0" "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "27ebz4ttah05w2ni0rucrucb9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "ecpxysug7c5te22x9h7gvbvth" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"14" "3" "4" "19" "1" NA "90" "3" "1" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "1vejfm6fcp0xeyk30r6hv79wp" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "2" "1" "1" NA NA NA NA NA NA NA NA
"35" NA NA "55" "1" NA "90" "1" "3" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "dicp9qoo1t122y85gjszubdud" "Defender" "3" "8" "3" "1" NA "2" NA NA NA NA NA NA NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "2" NA "1" NA NA NA NA NA NA NA NA
"53" NA NA "59" "1" NA "90" "4" "6" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "befz2d9th1vcbkrac7ys5plh" "Defender" NA NA "2" NA NA "1" NA NA NA NA NA NA NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "2" NA "1" NA NA NA NA NA NA NA NA
"59" NA NA "63" "1" NA "90" "6" "5" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "diy9eqdcrua61ao4goq5yges5" "Defender" NA NA NA NA "2" NA NA NA NA NA NA NA NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA "1" NA "2" NA "1" "1" NA NA NA NA NA NA NA
"34" NA NA "41" "1" NA "90" "3" "2" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "7mdnewy67dddv3ahqw1qhbx05" "Defender" NA "7" NA NA NA NA NA NA NA NA NA NA NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "2" NA "1" NA NA NA NA NA NA NA NA
"35" NA NA "46" "1" NA "90" "1" "11" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "7op9czmiln7ktmvetw97scz4l" "Midfielder" "1" "3" "3" "1" NA NA NA "1" "2" NA NA NA NA "1" FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "2" NA "1" NA NA "1" NA NA NA NA NA
"47" NA NA "69" "1" NA "90" "2" "8" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "7in4ykzbs8p44qy4jrb10p0wl" "Midfielder" "1" "1" "2" "1" "3" NA NA NA "2" NA "1" NA NA "1" FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "2" NA "1" NA NA NA NA NA NA NA NA
"50" NA NA "62" "1" NA "90" "3" "4" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "b8xa1whpr8m3e5zbziz9e91bd" "Midfielder" "2" NA "3" NA "2" NA NA NA "1" NA NA NA NA "1" FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "2" NA "1" NA NA NA NA NA NA NA NA
"16" NA NA "23" "1" NA "72" NA "7" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "e9chc4tsfvtb8xuj2t42gl51x" "Midfielder" "1" "1" "1" "2" NA NA "1" "1" "1" NA NA NA NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"25" NA NA "34" "1" NA "89" "1" "9" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "e6pdkq17etv9k527m94sqqu39" "Striker" NA NA NA NA "1" NA "1" NA "2" NA NA NA NA "2" FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "2" NA "1" NA "1" NA NA NA NA NA NA
"19" NA NA "26" "1" NA "90" "1" "10" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "7fvk76seu5el3qlql42u4gwk5" "Striker" NA "1" "1" "2" NA NA NA "1" "3" "1" NA NA NA "2" FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA "2" NA "1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "avhmou9ayqv9te0nocy80aga1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "7m2fv4mhu2by1x4do4zcaowk5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "c3ojk4yaaqtzizvq5l7qzkf6d" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "cnnfu8zxkeb5cq1jx0qnvmxh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "f98n454u9g97ngyluh0rd4ut" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "bz8sv2aepa96gcqahiu0r3yt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "7flba3n7l2f22dr50xgi2b179" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"6" NA NA "11" NA NA "18" NA "0" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "7p90xt2oakctnbc9a0bgbjpw5" "Substitute" NA NA "1" NA NA NA NA "1" "1" NA NA NA "1" NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" "1" NA "2" "1" NA "1" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "ct32nnbfvl4fba0rge3sqnrh1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA "1" NA "0" "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "9ww7juyjcdpja51ov7t9hnf1l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "ewbvz3dxtwr7hx331uftylrkl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-06-25Z" "br892lrczd8pow3crz8nain5d" "Japan" "472wyz64a4iir400weagj987p" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "6cmxk2cvrlhae7fnwv0ba0okq" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"20" "3" "11" "31" "1" "1" "120" "6" "1" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "w751k9p25kmtsveitxdlz6j9" "Goalkeeper" NA NA NA "2" NA "2" NA NA NA NA NA NA NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"40" NA NA "55" "1" "1" "120" "2" "3" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "1duox0r8qvb3t52m9w4mp86ol" "Defender" "4" "9" "8" "1" "1" "2" NA NA NA NA NA NA NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"34" NA NA "48" "1" "1" "120" "8" "6" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "dqpv2janh4g4qkiqx7h7vs8gl" "Defender" "2" NA "3" NA NA "3" NA "1" "1" NA NA NA NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"62" NA NA "84" "1" "1" "120" "10" "5" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "3izcnjpqeumq1mjfy1osc3qhh" "Defender" "2" NA "2" NA "1" NA NA NA NA NA NA NA NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"55" NA NA "74" "1" "1" "120" "5" "2" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "3je6s76fxj9pq5sxe0pgi5a6t" "Defender" "6" "22" "7" NA "1" "4" NA NA NA NA NA NA NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"58" NA NA "70" "1" "1" "120" "3" "8" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "dodnezv7zgf5c4aftlkrhog5x" "Midfielder" "3" "1" "4" "4" "2" "1" NA NA "1" NA NA NA NA "1" TRUE "dfsdht221ldoanxuhxfcvmr8q" NA "1" "4" NA NA NA NA NA NA NA NA NA NA NA
"45" NA NA "59" "1" "1" "120" NA "4" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "28yvc8jmyyfavb0hetafjdadx" "Midfielder" "7" NA "7" "6" "2" NA NA NA "1" NA NA NA NA "1" TRUE "dfsdht221ldoanxuhxfcvmr8q" "1" "1" NA NA NA NA NA NA NA NA NA NA NA NA
"39" NA NA "57" "1" "1" "120" "1" "7" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "dl1znxod6ohbi1zwq4iiu4qfp" "Midfielder" "3" NA "3" "4" "1" NA NA "1" "1" NA NA NA NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA
"12" NA NA "15" "1" NA "45" NA "11" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "ayu3raszdeuo9vif7i2nfl7md" "Striker" "2" NA "2" "1" NA NA "1" NA NA "1" NA NA NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"22" NA NA "28" "1" "1" "120" NA "9" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "wupxscyf4x7rsjidpmp0wnv9" "Striker" "1" NA "2" "1" "2" NA NA "1" "4" NA "1" NA NA "2" TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"11" NA NA "18" "1" NA "71" NA "10" "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "6dmnxn0v7tcrwtd6hm2jaf6j9" "Striker" NA NA NA "2" NA NA "1" "1" "3" "2" "1" NA NA "1" TRUE "dfsdht221ldoanxuhxfcvmr8q" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "58lm3e9pq1nwwq0wpfncph9sl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "33tahsiot1tk1wxp9swn3vaad" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "bt5tzrnp50x4wvonq8cax1dqt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "vy4f2nqa8dam3d141m5d2nkl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "23b90lntnrwvb0k45u7dva0np" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-03Z" "9x7z0xiidyp39vy69huxf6kim" "Netherlands" "9jq5k7h3itkm7dnb8qw9vqvh1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfsdht221ldoanxuhxfcvmr8q" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
