"accuratePass" "goalsConceded" "saves" "goalKicks" "totalPass" "gameStarted" "minsPlayed" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "yellowCard" "totalThrows" "totalTackle" "fouls" "wasFouled" "lostCorners" "totalClearance" "ontargetScoringAtt" "totalScoringAtt" "shotOffTarget" "wonCorners" "blockedScoringAtt" "totalSubOff" "cornerTaken" "goals" "stats[2, ]" "totalSubOn" "local" "id_partido" "ownGoals" "totalOffside" "goalAssist" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "penaltyWon" "redCard" "cleanSheet" "secondYellow" "penaltySave"
NA NA NA NA NA NA NA NA "2019-06-07Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "4iwkgndcwr0a2ney4jjjt1vxl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "eu9b86opw6n66vftu1r5alfqh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "duqiler25n63ksi0fxreo50mi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "e13y6phirbqqb57f6f03x8stl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "e0zs1haap6flgi9x1qqzo1h49" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA "2" "0" "2019-06-07Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "baamojz3ni9llcklob2ua7gfd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
"17" "4" "3" "17" "25" "1" "90" "1" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "b3jzixe1q1zfkwta4hahssdbe" "Goalkeeper" NA NA NA NA "1" NA "2" NA NA NA NA NA NA NA NA NA NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA "1" "1" "1" NA NA NA NA NA
"40" "4" NA NA "48" "1" "90" "3" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "46g3sgi21hw0g1ymg7hk2astm" "Defender" "2" NA "8" "4" NA NA "2" "5" NA NA NA NA NA NA NA NA NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA "1" NA NA NA NA NA NA
"30" "4" NA NA "31" "1" "90" "6" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "vjyr3kipaicau830qxrqpsh6" "Defender" NA NA NA NA "1" NA "1" "6" NA NA NA NA NA NA NA NA NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA "1" NA NA NA NA NA NA
"24" "4" NA NA "32" "1" "90" "5" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "12uxqpy1ctpyaqv2i9mx1iicq" "Defender" NA NA NA NA NA "2" "1" "9" NA "1" "1" NA NA NA NA NA NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA "1" NA NA NA NA NA NA
"24" "4" NA NA "37" "1" "89" "2" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "aqolu3ht5akq3qnt2h7rhw5t6" "Defender" "3" NA "14" "4" "1" NA "1" "6" NA NA NA NA NA "1" NA NA NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA "1" NA NA NA NA NA NA
"12" "1" NA NA "16" "1" "21" "11" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "3mvocoie04y5ipvojiozy41yh" "Midfielder" NA NA NA NA "1" "1" NA NA NA NA NA NA NA NA NA NA NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA "1" NA NA NA
"53" "4" NA NA "57" "1" "90" "8" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "2rio84cmao72sc7lnsodwzzhm" "Midfielder" "1" NA "1" "4" "2" "1" NA "1" "1" "2" NA NA "1" NA NA "1" NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA "1" NA NA NA NA NA NA
"30" "4" NA NA "36" "1" "90" "4" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "1wkcr4473tca3yl1suywrwyne" "Midfielder" NA "1" NA NA "1" NA "1" "2" NA "1" "1" NA NA NA NA NA NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA "1" NA NA NA NA NA NA
"13" "4" NA NA "17" "1" "85" "7" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "ckpzr2b77xmqaty1mhuu2clm2" "Midfielder" "1" NA NA "1" "3" "1" "1" NA NA "2" "2" NA NA "1" "2" NA NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA "1" NA NA NA NA NA NA
"15" "2" NA NA "20" "1" "70" "9" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "466ev7tumk8flx0gz9d0h15d6" "Striker" NA NA NA NA NA "1" NA NA "2" "3" "1" "1" NA "1" NA NA NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" "1" NA "1" NA NA NA NA NA NA NA NA
"27" "4" NA NA "43" "1" "90" "10" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "2crf3grf6kbl06ol0bn3k006h" "Striker" NA NA "1" NA NA "2" NA NA "3" "6" "2" "2" "1" NA "1" "1" NA NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA "1" NA "1" NA NA NA NA
"5" NA NA NA "5" NA "5" "0" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "a2phftw1el05opkrv4rkhbrsa" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA NA "1" FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "6vx4qtszqrn4ynbmkkpvchpbe" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "2ti236v4hym9vyzik65fx1ylm" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "acaf3a8bknnn14ba83rgalwmi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "74fvkkk0hchgnfh0jzzfwqprd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "50fuvxhgkf90m6pd2s3xh97ca" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "ahv7cwytku1n7jwn3qx2ohqwa" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "1cymr8nuh9bzfcvc7vnkafuju" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "1" NA "1" "0" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "c6jxzuptdfxwef5acxim76lpm" "Substitute" NA NA NA NA NA NA NA NA "1" "1" NA NA NA NA NA NA NA "1" FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA NA NA NA NA NA NA NA NA NA
"12" "2" NA NA "14" NA "20" "0" "2019-06-07Z" "1qk78ws04kb0mqj4nnwx7my0p" "Mali U20" "5v5jv44a8y2n7p1tb8jsxt2ei" "Substitute" "1" NA NA "1" NA NA NA NA "1" "1" NA "1" NA NA NA NA NA "1" FALSE "bpf893tjruc47u1vh4fi89xm2" NA NA "1" NA "1" NA NA NA NA NA NA
"15" NA "5" "11" "20" "1" "90" "1" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "6t98v409htv7qr7llp9vim1ux" "Goalkeeper" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA "1" NA NA
"72" NA NA NA "82" "1" "90" "4" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "476nfumr6aadvufrqk72tq5be" "Defender" "2" NA "4" "2" "1" NA "3" "6" "1" "1" NA NA NA NA NA NA NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA "1" NA NA
"64" NA NA NA "68" "1" "90" "5" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "r9rn4eaw3twb224jrpojz0x6" "Defender" "1" NA NA "3" NA NA "1" "6" NA NA NA NA NA NA NA NA NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA "1" NA NA
"49" NA NA NA "56" "1" "90" "6" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "enqcaecpt5hy0qv9x5pzmkjc9" "Defender" "1" NA NA "2" NA "2" NA "2" NA NA NA NA NA NA NA NA NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA "1" NA NA
"31" NA NA NA "41" "1" "90" "3" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "3szefvs9tify783fquwyb6b55" "Midfielder" "3" "1" "6" "3" "3" "2" "1" "5" NA NA NA "2" NA NA NA NA NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA "1" NA NA
"18" NA NA NA "28" "1" "90" "8" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "d7xdtkzw3h749ngi4sobn6kmh" "Midfielder" "1" NA NA "1" "3" "2" NA NA "1" "1" NA NA NA NA NA NA NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA "1" NA NA
"70" NA NA NA "76" "1" "89" "11" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "cbymienvjkbbvi1rbky74vj3e" "Midfielder" "4" "1" NA "4" "2" NA NA "2" NA "1" "1" NA NA "1" "6" NA NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
"19" NA NA NA "25" "1" "90" "7" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "4qejyummzkrfllds8ord642qx" "Midfielder" "1" NA NA "1" NA "1" NA NA NA "2" "1" "2" "1" NA NA NA NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA "1" NA NA
"22" NA NA NA "30" "1" "90" "2" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "aripnzu9yo2wlr8ud93ufdhih" "Midfielder" "1" NA "7" "2" NA "1" "1" "1" NA "1" "1" "2" NA NA NA NA NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA "1" NA NA
"15" NA NA NA "25" "1" "90" "9" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "153ljvbov0n176vm9fdaizoix" "Striker" "1" NA NA "1" "1" "3" NA "1" "4" "7" "3" NA NA NA NA "1" NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA "1" NA NA
"6" NA NA NA "11" "1" "69" "10" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "4ml8pyt3rxwxakjxslg0c8kb9" "Striker" NA NA NA NA "3" "1" NA "1" NA "4" "3" NA "1" "1" NA NA NA NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA "1" "0" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "49ztsfwnkt3wlq3i0sv4xzqax" "Substitute" NA "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "6q399v3gfhhxbwlclo7ku27l5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "22x1ucwwak58wi6r5x1j6ohk9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "92573hn6oedcw6a0gj44xy8kp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
"3" NA NA NA "5" NA "21" "0" "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "4iwkgndcwr0a2ney4jjjt1vxl" "Substitute" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "eu9b86opw6n66vftu1r5alfqh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "duqiler25n63ksi0fxreo50mi" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "e13y6phirbqqb57f6f03x8stl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "e0zs1haap6flgi9x1qqzo1h49" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "6x786yaxantdgjq0l4a1gc1v" "Italy U20" "baamojz3ni9llcklob2ua7gfd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
"24" "1" "5" "17" "33" "1" "90" "1" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "d5ecnjd6h89iepxrvrlfn97ft" "Goalkeeper" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA "1" "1" NA NA NA NA NA NA
"20" "1" NA NA "27" "1" "76" "3" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "5va0268aeb9th5dwja0knb46h" "Defender" "1" "1" "4" "3" "1" NA "1" "4" "1" "1" NA NA NA "1" "5" NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA "1" NA NA NA NA NA NA
"51" "1" NA NA "67" "1" "90" "6" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "2skxdj9puilqn62emw8wnflnu" "Defender" "1" NA NA "2" "1" "2" "1" "2" NA "1" "1" NA NA NA NA NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA "1" NA NA NA NA NA NA
"42" "1" NA NA "56" "1" "90" "5" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "dnk24js88d4ie661mwo7jkq95" "Defender" NA NA NA NA "1" NA NA "4" NA NA NA NA NA NA NA NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA "1" NA NA NA NA NA NA
"22" "1" NA NA "36" "1" "83" "2" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "aly5qelk8qvxdv9aqhbos6j56" "Defender" NA NA "13" NA "2" "1" "1" "4" NA NA NA NA NA "1" NA NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA "1" NA NA NA NA NA NA
"60" "1" NA NA "67" "1" "90" "4" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "3luquna7mmn8rvooqevn0q0h5" "Defensive Midfielder" "1" NA NA "1" "2" "1" NA "2" NA NA NA "1" NA NA NA NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA "1" NA NA NA NA NA NA
"15" "1" NA NA "23" "1" "59" "8" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "4bplpmq7yvyjzc8eqplsv6lex" "Defensive Midfielder" "1" NA NA "1" NA "2" NA NA NA NA NA NA NA "1" NA NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA "1" NA NA NA NA NA NA
"10" "1" NA NA "16" "1" "90" "11" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "jyh107tl6vv8bd1pgautj46h" "Attacking Midfielder" "3" NA "1" "4" "2" "1" "2" NA "1" "2" NA NA "1" NA NA NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA "1" NA NA NA NA NA NA
"14" "1" NA NA "20" "1" "90" "10" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "gwyus357m4lpo6rpx8ad0i5l" "Attacking Midfielder" NA NA "1" "1" NA "2" NA "1" "1" "4" "1" "1" "2" NA "1" NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA "1" NA NA NA NA NA NA
"21" "1" NA NA "29" "1" "90" "7" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "4pz2cikblesadct85zikxpmuh" "Attacking Midfielder" "2" NA "1" "3" "1" "1" "1" NA NA NA NA "2" NA NA NA NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA "1" NA NA NA NA NA NA
"7" "1" NA NA "13" "1" "90" "9" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "668yrof29rgf3srxalhu5qpk9" "Striker" NA NA NA NA "2" "1" NA NA "2" "3" NA "2" "1" NA NA NA NA NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA "1" "1" NA NA NA NA NA
NA NA NA NA "1" NA "7" "0" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "25wawsdczm69ctbpw5nn51kvd" "Substitute" NA NA NA NA NA NA NA NA NA "1" "1" NA NA NA NA NA NA "1" FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "399pgumsrvtb9kcx58vw5cmlm" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "686go9n7myu2fbmz0uc0zk3my" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA NA "6" NA "31" "0" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "drrl6k05cmazqudm9hyjbsesp" "Substitute" NA NA NA NA NA "3" NA NA NA NA NA NA NA NA NA NA NA "1" FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "c0vgcoamfgky8di6ng2tz6zmx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "e1kig9l5arrgiypv09zdxxsa2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "7igcmnx15yxl14is0skos3a7e" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
"5" NA NA NA "6" NA "14" "0" "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "3gq68k18hhnaazwonmkyjik15" "Substitute" NA NA "3" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA "1" FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "du4ciqofpkn3nei5q3huwlnje" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "8jcf08t71v6qbwwny75gvcihv" "Poland U20" "2623fslk9qap4ga6p7bzwc8a1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csnfeuljo4wc671u6umt0pg8a" NA NA NA NA NA NA NA NA NA NA NA
"16" "1" "4" "6" "22" "1" "90" "1" "2019-05-23Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "7j7c0l6xctuoauvg1tpni3ysp" "Goalkeeper" NA NA NA NA NA NA NA "2" NA NA NA NA NA NA NA NA NA NA TRUE "c03a5zqv9q9oew686x1ht5sve" NA NA NA "1" NA NA NA NA NA NA "1"
"17" "1" NA NA "26" "1" "90" "3" "2019-05-23Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "d3aj0s7ozmpdbdtub8s5qo962" "Defender" "2" NA "18" "3" NA NA "1" "6" NA NA NA "1" NA NA "2" NA NA NA TRUE "c03a5zqv9q9oew686x1ht5sve" NA NA NA NA NA NA NA NA NA NA NA
"29" "1" NA NA "42" "1" "90" "6" "2019-05-23Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "3g3x2ws0npu7aa51h4nx7nazu" "Defender" NA NA NA NA NA "1" "1" "4" NA NA NA NA NA NA NA NA NA NA TRUE "c03a5zqv9q9oew686x1ht5sve" NA NA NA NA NA NA NA NA NA NA NA
"18" "1" NA NA "25" "1" "90" "5" "2019-05-23Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "1anl1jfwm7l4p3y0tmyvueiuh" "Defender" NA NA NA NA "2" NA "1" "5" NA NA NA NA NA NA NA NA NA NA TRUE "c03a5zqv9q9oew686x1ht5sve" NA NA NA NA NA NA NA NA NA NA NA
"21" "1" NA NA "30" "1" "90" "2" "2019-05-23Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "ad2qplv0aa66l11ipq6yh0hd5" "Defender" "1" "1" "7" "1" "2" NA "1" "3" NA "1" NA "1" "1" NA NA NA NA NA TRUE "c03a5zqv9q9oew686x1ht5sve" NA NA NA NA NA NA NA NA NA NA NA
"9" "1" NA NA "17" "1" "89" "11" "2019-05-23Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "3n5ebr69aqovbxiw13g2zymeh" "Midfielder" "1" "1" NA "1" "2" "1" NA "1" "1" "1" NA NA NA "1" NA "1" NA NA TRUE "c03a5zqv9q9oew686x1ht5sve" NA NA NA NA NA NA NA NA NA NA NA
"36" "1" NA NA "46" "1" "90" "8" "2019-05-23Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "c1bmg5i86q1qye115yyz4qvah" "Midfielder" "2" NA NA "3" "3" "1" "1" NA NA NA NA NA NA NA NA NA NA NA TRUE "c03a5zqv9q9oew686x1ht5sve" NA NA NA NA NA NA NA NA NA NA NA
"21" "1" NA NA "36" "1" "90" "4" "2019-05-23Z" "dcwbos9a4ewky1texbtz9sb5d" "Japan U20" "8p2yagsx6ujdbmeonkd3u4c89" "Midfielder" "1" "1" NA "1" "2" "1" NA NA NA "1" "1" NA NA NA NA NA NA NA TRUE "c03a5zqv9q9oew686x1ht5sve" NA NA NA NA NA NA NA NA NA NA NA
