"accuratePass" "goalsConceded" "saves" "goalKicks" "totalPass" "gameStarted" "minsPlayed" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "yellowCard" "totalThrows" "totalTackle" "fouls" "wasFouled" "lostCorners" "totalClearance" "ontargetScoringAtt" "totalScoringAtt" "shotOffTarget" "wonCorners" "blockedScoringAtt" "totalSubOff" "cornerTaken" "goals" "stats[2, ]" "totalSubOn" "local" "id_partido" "ownGoals" "totalOffside" "goalAssist" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "penaltyWon" "redCard" "cleanSheet" "secondYellow" "penaltySave"
"9" "1" NA NA "11" "1" "57" "11" "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "gox31z9mpu3hpr5rxswwb5uy" "Midfielder" "1" NA NA "1" NA "2" NA "1" NA NA NA NA NA "1" "2" NA NA NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA "1" NA NA NA NA NA NA NA NA
"14" "5" NA NA "18" "1" "90" "8" "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "cdypvp7trjqowj77wr267iw6i" "Midfielder" "1" NA NA "2" NA "1" NA "1" NA NA NA NA NA NA NA NA NA NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA "1" NA NA NA NA NA NA
"15" "5" NA NA "26" "1" "90" "4" "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "44dbtinm8mrwjohk5q1byyiy2" "Midfielder" "1" NA "4" "2" "1" NA NA "3" NA NA NA NA NA NA NA NA NA NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA "1" NA NA NA NA NA NA
"10" "3" NA NA "14" "1" "71" "7" "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "2isngoircmiogkzdp9xs7mj1l" "Midfielder" NA NA NA NA "1" "1" NA NA NA NA NA NA NA "1" NA NA NA NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA "1" NA NA NA NA NA NA
"14" "5" NA NA "22" "1" "90" "9" "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "21545vwheo9a30u5hgnsrecmi" "Striker" "1" NA NA "1" NA NA NA "1" "2" "3" "1" "1" NA NA NA "1" NA NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA "1" NA NA "1" NA NA NA NA NA NA
"20" "5" NA NA "23" "1" "90" "10" "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "eozauffg0zw40e64ojp93m38p" "Striker" "1" NA NA "1" NA NA NA NA "2" "5" "1" "2" "2" NA "2" NA NA NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA "1" NA NA NA NA NA NA
"8" "4" NA NA "9" NA "33" "0" "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "bgus835fleaiz07n3m8icaiy2" "Substitute" NA NA NA NA NA NA "1" "2" "1" "2" NA NA "1" NA NA NA NA "1" FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA "1" NA NA NA NA NA NA
"5" "1" "1" "4" "7" NA "8" "0" "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "b0ds9we0kk9k3kqj2nk2gzfqi" "Substitute" NA NA NA NA NA "1" "1" NA NA NA NA NA NA NA NA NA NA "1" FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "4jljewxjz04vcr2q0g8bfopka" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "7zsrctkqgntknz8o6ij8s5tuy" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "5vkpu7jk75lqclqmgj34d00rt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "1rffh341onra08lf3sadhz0iy" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "2b492rvyxmmh7uph5pecetfmy" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "5c0zjnmge4op6foqus0law2ga" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA NA NA NA NA NA NA NA
"1" "2" NA NA "3" NA "19" "0" "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "5d7tmc5qs6p361tx5nljf5hey" "Substitute" NA NA NA NA "1" "1" NA NA "1" "1" NA NA NA NA NA NA NA "1" FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA NA NA "1" NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-25Z" "feancmz08pxur7cxp179ylw0" "South Africa U20" "bs38bt122n3ri6vlct4suwokq" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "6u5bqs3abt4hpb7n60nmw1aay" NA NA NA NA NA NA NA NA NA NA NA
"25" "1" "4" "13" "42" "1" "120" "1" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "ndvnhnjybjkout3dsgvyoicp" "Goalkeeper" NA NA NA "1" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"29" "1" NA NA "43" "1" "120" "3" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "ag5imb0wqexh91qt38coex7je" "Defender" "2" NA "7" "3" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"26" "1" NA NA "38" "1" "120" "6" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "68vmg4qgr11vppc48hs8402jt" "Defender" "3" NA NA "3" "2" NA "2" "4" NA "2" "2" NA NA NA NA NA NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"26" "1" NA NA "42" "1" "120" "5" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "5jqdll75iffj1cykuz06ue7ai" "Defender" NA "1" NA "3" "5" "2" "2" "4" "1" "1" NA NA NA NA NA "1" NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"25" "1" NA NA "39" "1" "76" "2" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "18hbhghdttl5zdhu6fp5r8p9l" "Defender" "2" NA "14" "2" NA "1" "1" "3" NA NA NA NA NA "1" NA NA NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"19" "1" NA NA "32" "1" "120" "4" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "1hiwojizfp1iveglg7tcjyei1" "Defensive Midfielder" "4" NA NA "4" "6" "2" NA "4" NA NA NA NA NA NA NA NA NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"50" "1" NA NA "59" "1" "105" "11" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "7xlnqr43lvc8coshx65qd5omh" "Midfielder" NA NA NA NA "3" "1" NA NA "2" "3" "1" "1" NA "1" NA NA NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"23" "1" NA NA "30" "1" "120" "10" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "8k9kbq1n2orgl4zrv9eiewmp5" "Midfielder" "3" NA NA "7" "2" "2" NA "1" NA NA NA NA NA NA NA NA NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"22" "1" NA NA "30" "1" "57" "8" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "bdvtv7ciwwh6l6scvofqklmqy" "Midfielder" NA NA "1" "1" NA NA NA NA NA NA NA NA NA "1" "1" NA NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"14" "1" NA NA "21" "1" "120" "7" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "e1uhy0h96of2f9r9fx0ugzca1" "Midfielder" "2" NA NA "2" "1" "1" NA NA "2" "5" "2" "2" "1" NA NA NA NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA "1" NA NA NA NA NA NA NA NA
"18" "1" NA NA "26" "1" "93" "9" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "8aao79b1g77c5jhp1n0w60xrd" "Striker" NA NA NA "1" "2" "1" NA NA "1" "4" "1" "1" "2" "1" NA NA NA NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"3" NA NA NA "5" NA "27" "0" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "1f36gu67iex0rt86dtccm1n1l" "Substitute" NA NA NA NA "1" "1" NA NA "1" "1" NA NA NA NA NA NA NA "1" TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "dp3chasr11o48ehnokswl8l7u" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"11" NA NA NA "17" NA "63" "0" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "cl0z9i0vrwaw6gj8wafjs4pka" "Substitute" NA NA NA NA "1" "2" "1" NA NA "3" NA NA "3" NA "3" NA NA "1" TRUE "csxs6rx5auxt1dysxa8do30q2" NA "1" NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "5p15z2gefjkqcisn4h2jxr2i2" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "erx9q72s2igbhzs4ken9ztgq1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "1zcmxvkuhixqdqu8zltlpbvft" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"8" NA NA NA "17" NA "44" "0" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "61n2zwieaq9s1hr8gkmv9q8h6" "Substitute" NA NA "3" NA "2" NA NA "1" NA NA NA NA NA NA NA NA NA "1" TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "3" NA "15" "0" "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "9lzsj5mz2c0tj0azx6ylmul7t" "Substitute" NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA "1" TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "8xlpfw4gjhnkylqo646c917u" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"12" "1" "7" "8" "26" "1" "120" "1" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "1eeq0eka4cjb86tq5l2228dl" "Goalkeeper" NA "1" NA NA NA NA "1" "1" NA NA NA NA NA NA NA NA NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"43" "1" NA NA "54" "1" "120" "3" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "an5eip4p2zmw49hh9eqksigo9" "Defender" NA NA "11" "2" "2" "4" "1" "1" NA "1" "1" "1" NA NA NA NA NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA "1" NA NA NA NA NA NA NA NA
"49" "1" NA "4" "68" "1" "120" "6" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "bzuowakssrugb33p47ge6ml4a" "Defender" NA NA NA NA "1" "2" NA "4" NA "1" "1" NA NA NA NA NA NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"44" "1" NA NA "54" "1" "120" "5" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "8r6ckwdkz9mueryruzqhwjx4a" "Defender" NA NA NA NA "2" "1" NA "5" NA NA NA NA NA NA NA NA NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"32" "1" NA NA "36" "1" "120" "2" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "ueklj0jop1moq303rq5vnca1" "Defender" "2" NA "15" "2" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"47" "1" NA NA "54" "1" "120" "4" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "dxqw5fvmvdmsdht1wls2jeiy2" "Defensive Midfielder" "3" NA NA "3" "2" "2" "1" "1" NA NA NA NA NA NA NA NA NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"45" "1" NA NA "57" "1" "120" "8" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "3h8jot3v5xxuwzukt6n15jwlx" "Defensive Midfielder" "2" NA "1" "3" "2" "3" NA "2" NA "2" NA "1" "2" NA "4" NA NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"13" "1" NA NA "22" "1" "112" "11" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "b9g3gwxlao9u6y4elz1sdukmh" "Attacking Midfielder" "1" NA "1" "2" "3" "3" "1" NA "2" "3" NA NA "1" "1" NA "1" NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"40" "1" NA NA "56" "1" "120" "10" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "2e6l5yj8f5revbcv1r7md90p" "Attacking Midfielder" NA NA "2" NA "2" "3" NA "1" "1" "4" "3" NA NA NA "2" NA NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"7" "1" NA NA "12" "1" "54" "7" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "e713hl3clivldop8wln53rsyy" "Attacking Midfielder" NA NA "1" NA "1" NA NA NA NA "1" "1" NA NA "1" NA NA NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"26" "1" NA NA "38" "1" "120" "9" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "349g9rdismqpb1aarjp011bd" "Striker" NA NA "3" "1" "1" "3" NA NA "2" "4" "1" "3" "1" NA NA NA NA NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "5ox071h1gv4xlml7646veuew9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA NA "1" NA "8" "0" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "9y4vdqqeqyf6j75hgy8zncd7t" "Substitute" NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA "1" FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "ckgsqczuiqf6pvpbricwij4rt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "3a4zndned6nwyrstdms9vo4q1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"8" NA NA NA "12" NA "66" "0" "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "3kou2r09qis0vs0wtnz8qy3mx" "Substitute" NA NA NA NA "2" "3" NA NA "1" "3" "1" "1" "1" NA NA NA NA "1" FALSE "csxs6rx5auxt1dysxa8do30q2" NA "1" NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "7z5cukf90cinfc65r2slw9n1l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "115ritk0v84fatbnn1stvud49" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "5q4p56lg1vjsqo824aql0e1d6" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-06-02Z" "tg1nnszuv0zr99ttlya5fy0m" "New Zealand U20" "650zprda5sagvzjjtjroyvfje" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA FALSE "csxs6rx5auxt1dysxa8do30q2" NA NA NA NA NA NA NA NA NA NA NA
"37" NA "1" "6" "39" "1" "90" "1" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "ndvnhnjybjkout3dsgvyoicp" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA "1" NA NA
"28" NA NA NA "37" "1" "45" "3" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "ag5imb0wqexh91qt38coex7je" "Defender" "1" NA "4" "1" NA "1" NA NA NA "1" "1" "2" NA "1" NA NA NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
"68" NA NA NA "78" "1" "90" "6" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "68vmg4qgr11vppc48hs8402jt" "Defender" "1" NA NA "1" NA "1" NA "2" NA NA NA "1" NA NA NA NA NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA "1" NA NA
"45" NA NA NA "54" "1" "56" "5" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "5jqdll75iffj1cykuz06ue7ai" "Defender" NA NA NA NA NA "2" NA "1" NA "1" "1" NA NA "1" NA NA NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
"44" NA NA NA "48" "1" "90" "2" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "18hbhghdttl5zdhu6fp5r8p9l" "Defender" NA NA "8" NA NA NA "1" "1" NA "2" "1" "1" "1" NA NA NA NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA "1" NA NA
"59" NA NA NA "62" "1" "90" "4" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "1hiwojizfp1iveglg7tcjyei1" "Defensive Midfielder" "1" NA NA "5" "1" NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA "1" NA NA
"37" NA NA NA "41" "1" "67" "11" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "7xlnqr43lvc8coshx65qd5omh" "Midfielder" "1" NA "2" "3" NA NA NA NA "3" "4" "1" "1" NA "1" NA "2" NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
"63" NA NA NA "72" "1" "90" "10" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "8k9kbq1n2orgl4zrv9eiewmp5" "Midfielder" NA NA NA NA NA "3" NA NA "1" "3" "1" NA "1" NA NA NA NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA "1" NA NA
"63" NA NA NA "74" "1" "90" "8" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "e0zee8etv9zm340jiq3yu4jmy" "Midfielder" "4" "1" NA "5" "2" "2" NA NA "2" "3" NA "1" "1" NA "10" NA NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA "2" NA NA NA NA NA "1" NA NA
"34" NA NA NA "47" "1" "90" "7" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "e1uhy0h96of2f9r9fx0ugzca1" "Midfielder" NA NA NA NA "1" "2" NA NA "4" "4" NA "4" NA NA NA NA NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA "2" "1" NA NA NA NA NA "1" NA NA
"18" NA NA NA "22" "1" "90" "9" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "8aao79b1g77c5jhp1n0w60xrd" "Striker" NA NA NA "1" "1" "3" NA NA "13" "14" "1" NA NA NA NA "3" NA NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA "1" NA NA
NA NA NA NA NA NA NA NA "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "1f36gu67iex0rt86dtccm1n1l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
"13" NA NA NA "15" NA "23" "0" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "dp3chasr11o48ehnokswl8l7u" "Substitute" NA NA "1" NA NA NA NA NA "3" "4" NA NA "1" NA "1" "1" NA "1" TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "cl0z9i0vrwaw6gj8wafjs4pka" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "bdvtv7ciwwh6l6scvofqklmqy" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
"18" NA NA NA "26" NA "45" "0" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "5p15z2gefjkqcisn4h2jxr2i2" "Substitute" "1" NA "2" "1" NA NA NA NA NA "1" NA NA "1" NA NA NA NA "1" TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "erx9q72s2igbhzs4ken9ztgq1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "1zcmxvkuhixqdqu8zltlpbvft" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
"30" NA NA NA "34" NA "34" "0" "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "61n2zwieaq9s1hr8gkmv9q8h6" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "1" NA NA NA NA NA "1" TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA "2019-05-29Z" "ezmda6w1an0hf804htq6dbdw0" "Colombia U20" "9lzsj5mz2c0tj0azx6ylmul7t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA TRUE "5maaphdiqtf3aqsjk5drmisfe" NA NA NA NA NA NA NA NA NA NA NA
