"accuratePass";"goalsConceded";"saves";"penaltyFaced";"goalKicks";"totalPass";"gameStarted";"penGoalsConceded";"minsPlayed";"totalClearance";"formationPlace";"fecha";"idequipo";"equipo";"idjugador";"position";"firstName";"lastName";"wonTackle";"wasFouled";"lostCorners";"totalThrows";"totalTackle";"ontargetScoringAtt";"totalScoringAtt";"goals";"penaltyConceded";"totalOffside";"wonCorners";"fouls";"shotOffTarget";"yellowCard";"totalSubOff";"goalAssist";"cornerTaken";"stats[2, ]";"totalSubOn";"local";"id_partido";"blockedScoringAtt";"penaltyWon";"redCard";"secondYellow";"ownGoals";"cleanSheet";"penaltySave"
"10";NA;NA;NA;NA;"17";NA;NA;"45";NA;"0";"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"8a06kc2fx1lr9nmjwishg6l79";"Substitute";"Jason";"Flores Abrigo";"1";"1";NA;NA;"2";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;"2";NA;NA;"1";FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"5potd9vqoymfuhbjtg2w6hjv9";"Substitute";"Oscar Ignacio";"Hernández Polanco";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"71ywwcts8jxrjqf9fr0c1cedx";"Substitute";"Francisco Javier";"Sepulveda Riveros";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-09-23Z";"1f72vqlndphmzn45x0nhdqk3e";"Deportivo Antofagasta";"dgj6e1z14zzk9pehi5hbzq0np";"Substitute";"Gonzalo Andrés";"Villagra Lira";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"crp96f0vwe6nqs3y2gdgipjsa";NA;NA;NA;NA;NA;NA;NA
"21";"1";"5";NA;"12";"27";"1";NA;"90";NA;"1";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"5a1jlrtl6pezuwkzcm40ab179";"Goalkeeper";"Brayan Josué";"Cortés Fernández";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"28";"1";NA;NA;NA;"32";"1";NA;"90";"3";"3";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"1qjttb6sdzmo310b3g8yxqhn9";"Defender";"Óscar Mauricio";"Opazo Lara";"2";"1";"2";"5";"3";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"36";"1";NA;NA;NA;"40";"1";NA;"90";"1";"6";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"7n849c9llm9q8vtnp2hmoqw2d";"Defender";"Juan Manuel";"Insaurralde";"1";"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"35";"1";NA;NA;NA;"49";"1";NA;"90";"5";"5";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"91xhp8j5sfkoe2ph0uejj3d91";"Defender";"Matías Ezequiel";"Zaldivia";"2";NA;"1";NA;"2";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"34";"1";NA;NA;NA;"39";"1";NA;"90";"3";"2";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"9vt4ulv6w9gcl66wdzwu04id";"Defender";"Gonzalo Antonio";"Fierro Caniullán";NA;"3";"1";"8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"45";"1";NA;NA;NA;"50";"1";NA;"90";NA;"4";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"7psi7pfvwt7kf6xlwrs35fwt1";"Defensive Midfielder";"Claudio Andrés";"Baeza Baeza";"2";"1";NA;NA;"2";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"32";"1";NA;NA;NA;"33";"1";NA;"45";NA;"7";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"aimgpr86xs6553faasfh0rwfd";"Midfielder";"Carlos Alberto";"Villanueva Fuentes";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"28";"1";NA;NA;NA;"32";"1";NA;"77";NA;"8";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"avzd8n4n9x655hu62cspydot1";"Midfielder";"César Ignacio";"Pinares Tamayo";"1";"1";NA;"1";"1";NA;"1";NA;NA;NA;NA;"1";"1";NA;"1";NA;"1";NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"40";"1";NA;NA;NA;"47";"1";NA;"84";NA;"11";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"47cw7z4p92y3ioalree2uvf85";"Attacking Midfielder";"Jaime Andrés";"Valdés Zapata";NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";"1";NA;NA;NA;NA;NA;NA
"38";"1";NA;NA;NA;"48";"1";NA;"90";NA;"10";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"bij6cq79e9uflurixtdq6itp1";"Attacking Midfielder";"Jorge Luís";"Valdivia Toro";NA;"1";NA;NA;NA;"2";"2";"1";NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"15";"1";NA;NA;NA;"25";"1";NA;"90";"2";"9";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"y9v0u6zwopgjkp64nili8rth";"Striker";"Esteban Efraín";"Paredes Quintanilla";NA;"1";NA;NA;NA;"2";"5";"2";NA;NA;"1";NA;"2";NA;NA;NA;NA;NA;NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";"1";NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"1g6yxzrygguwxhf7r4d8zor56";"Substitute";"Benjamín";"Berríos";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"1jh74cxv1fis332qfdchysyqd";"Substitute";"Felipe Manuel";"Campos Mosqueira";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"1";NA;NA;NA;NA;"2";NA;NA;"6";NA;"0";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"5se5rrc72pyoamtqw2f4swpg5";"Substitute";"Nicolás Alexander";"Maturana Caneo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;"1";NA;"1";TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"3hwd7jyifs3dei1mhpbdzx68l";"Substitute";"Nicolás Iván";"Orellana Acuña";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"cm0b5z9vhtwetcqlh5g29huc5";"Substitute";"Pablo César";"Soto Soto";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"10";NA;NA;NA;NA;"11";NA;NA;"13";NA;"0";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"8yak0o9o7z5j5ribga3ui2cb9";"Substitute";"Gabriel Alonso";"Suazo Urbina";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"13";NA;NA;NA;NA;"14";NA;NA;"45";"1";"0";"2018-05-06Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"dxtv4idhrzxkw9dxp3fytfpp1";"Substitute";"Bryan Alfonso";"Vejar Utreras";"1";"2";"1";"1";"1";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";TRUE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"20";"3";"3";NA;"10";"23";"1";NA;"90";"2";"1";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"7eq74cg512p5ff9181wopzvth";"Goalkeeper";"Eduardo Eugenio";"Lobos Landaeta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"30";"3";NA;NA;NA;"41";"1";NA;"90";NA;"3";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"adl28qm975eh8twc47xds7845";"Defender";"Dylan Patricio";"Zúñiga Valenzuela";"1";"1";NA;"7";"1";NA;NA;NA;NA;NA;"1";"3";NA;NA;NA;NA;NA;NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"39";"3";NA;NA;NA;"48";"1";NA;"90";"3";"6";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"csf1n43br95jx090f9yto0wkp";"Defender";"Francisco Eduardo";"Venegas Moreno";"1";NA;NA;NA;"1";"1";"2";NA;NA;NA;NA;"2";"1";NA;NA;"1";"3";NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"61";"3";NA;NA;NA;"69";"1";NA;"90";"1";"5";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"gy2us7bvt80iil2vmzdmxrrp";"Defender";"Cristian Fernando";"Suarez Figueroa";"4";NA;"1";NA;"4";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"23";"3";NA;NA;NA;"32";"1";NA;"90";"1";"2";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"60a2pk7zaclwwq7n9qchurxlh";"Defender";"Diego Felipe Andrés";"Orellana Medina";NA;NA;"1";"7";NA;NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"44";"3";NA;NA;NA;"46";"1";NA;"84";NA;"4";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"4sngi2xkm9e113putxr4m7t1x";"Defensive Midfielder";"Kevin Felipe";"Medel Soto";"3";NA;NA;NA;"3";NA;"1";NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"53";"3";NA;NA;NA;"63";"1";NA;"90";NA;"8";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"axbtzuc23599lwq4gz6or7lqt";"Defensive Midfielder";"Iván Fernando";"Ochoa Chávez";"1";NA;NA;NA;"1";NA;"2";NA;NA;NA;NA;"5";"2";"1";NA;NA;NA;NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"6";"2";NA;NA;NA;"10";"1";NA;"58";NA;"11";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"888s3939roy7s3aq01ehh5vpx";"Attacking Midfielder";"Oscar Fernando";"Salinas Aguilar";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"31";"3";NA;NA;NA;"40";"1";NA;"77";NA;"10";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"21oxnomprg9n4y6l6xu8v30lx";"Attacking Midfielder";"Lucas Andrés";"Mugni";"3";"1";NA;"1";"4";"1";"1";"1";NA;NA;"1";"2";NA;NA;"1";NA;NA;NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"42";"3";NA;NA;NA;"47";"1";NA;"90";NA;"7";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"3kgj8qv3krm0g4u8eidfdw0r9";"Attacking Midfielder";"Juan Ezequiel";"Cuevas";"1";"2";NA;NA;"2";"3";"5";NA;NA;NA;NA;"1";"2";NA;NA;NA;"1";NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"34";"3";NA;NA;NA;"42";"1";NA;"90";NA;"9";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"bm5597reki0q7wci85322cixh";"Striker";"Patricio Rodolfo";"Rubio Pulgar";NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"6";"1";NA;NA;NA;"6";NA;NA;"32";NA;"0";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"e9f5fx9wvpv5q8v5zcspxvff9";"Substitute";"Marco Antonio";"Bueno Ontiveros";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"a3wcdd3n6db4oftgbsajq96uh";"Substitute";"Marco";"González Cerón";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"7";NA;NA;NA;NA;"7";NA;NA;"13";NA;"0";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"3ewe1nwf9jvqlkqv8vmd1cdlh";"Substitute";"Ignacio";"Ibáñez Santana";NA;NA;NA;"1";NA;"1";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"5";NA;NA;NA;NA;"7";NA;NA;"6";NA;"0";"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"1z0ee5hxms409lpw0xysut3h1";"Substitute";"Álvaro Alfredo Alejandro";"Madrid Gaete";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"7pfg5o00t7x7u4w0raxp0obmd";"Substitute";"Camilo Bryan";"Rodríguez Pedraza";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"1r0ykfguzzb2l7dthg9p85qeh";"Substitute";"Pedro  Iván";"Sánchez Torrealba";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-06Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"c43to04jy71aewg5f7qse9iol";"Substitute";"Marcos Antonio";"Velásquez Ahumada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"e746rpzhw1ttximqn7bk8oacq";NA;NA;NA;NA;NA;NA;NA
"16";"1";"2";NA;"9";"25";"1";NA;"90";NA;"1";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"dxettc5wk3wo8vqtwm4hxztg5";"Goalkeeper";"Agustín Ignacio";"Orión";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"25";"1";NA;NA;NA;"31";"1";NA;"54";NA;"4";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"1jh74cxv1fis332qfdchysyqd";"Defender";"Felipe Manuel";"Campos Mosqueira";NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"19";"1";NA;NA;NA;"24";"1";NA;"90";"6";"5";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"7n849c9llm9q8vtnp2hmoqw2d";"Defender";"Juan Manuel";"Insaurralde";NA;"1";NA;"1";NA;NA;"1";NA;NA;NA;NA;"2";"1";NA;NA;NA;NA;NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"27";"1";NA;NA;NA;"42";"1";NA;"90";"3";"6";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"91xhp8j5sfkoe2ph0uejj3d91";"Defender";"Matías Ezequiel";"Zaldivia";"1";"3";NA;"1";"2";NA;NA;NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"25";"1";NA;NA;NA;"30";"1";NA;"72";NA;"3";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"avzd8n4n9x655hu62cspydot1";"Midfielder";"César Ignacio";"Pinares Tamayo";"2";"6";NA;"3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"2";NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"33";"1";NA;NA;NA;"39";"1";NA;"90";"3";"8";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"7psi7pfvwt7kf6xlwrs35fwt1";"Midfielder";"Claudio Andrés";"Baeza Baeza";"2";NA;NA;"3";"3";NA;NA;NA;NA;NA;NA;"2";NA;"1";NA;NA;NA;NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"28";"1";NA;NA;NA;"34";"1";NA;"90";NA;"7";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"b731wmwywtvh06w07xz34qpqt";"Midfielder";"Carlos Emilio";"Carmona Tello";"3";"2";NA;NA;"4";NA;NA;NA;NA;NA;NA;"4";NA;"1";NA;NA;NA;NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"17";"1";NA;NA;NA;"19";"1";NA;"90";"2";"2";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"1qjttb6sdzmo310b3g8yxqhn9";"Midfielder";"Óscar Mauricio";"Opazo Lara";"2";"4";"1";"11";"2";"1";"3";NA;NA;"1";"1";NA;"2";NA;NA;NA;"1";NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"26";"1";NA;NA;NA;"35";"1";NA;"90";NA;"9";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"bij6cq79e9uflurixtdq6itp1";"Attacking Midfielder";"Jorge Luís";"Valdivia Toro";NA;"8";NA;"1";NA;NA;"1";NA;NA;"1";"2";"1";NA;"1";NA;"1";"2";NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";"1";NA;NA;NA;NA;NA;NA
"9";"1";NA;NA;NA;"10";"1";NA;"78";NA;"11";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"e1y7jb2a2ixwmmm0n5l5pu2fp";"Striker";"Raúl Octavio";"Rivero Falero";NA;"2";NA;NA;NA;"2";"2";"2";NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"10";"1";NA;NA;NA;"18";"1";NA;"90";"1";"10";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"y9v0u6zwopgjkp64nili8rth";"Striker";"Esteban Efraín";"Paredes Quintanilla";NA;NA;NA;NA;NA;"3";"3";NA;NA;NA;"3";"1";NA;NA;NA;"1";NA;NA;NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"4";NA;NA;NA;NA;"4";NA;NA;"18";NA;"0";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"1g6yxzrygguwxhf7r4d8zor56";"Substitute";"Benjamín";"Berríos";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"5a1jlrtl6pezuwkzcm40ab179";"Substitute";"Brayan Josué";"Cortés Fernández";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"9vt4ulv6w9gcl66wdzwu04id";"Substitute";"Gonzalo Antonio";"Fierro Caniullán";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"4";NA;NA;NA;NA;"5";NA;NA;"12";NA;"0";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"3hwd7jyifs3dei1mhpbdzx68l";"Substitute";"Nicolás Iván";"Orellana Acuña";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"1";TRUE;"dcqrzntt4jej9yu9frtnls6sq";"1";NA;NA;NA;NA;NA;NA
"7";NA;NA;NA;NA;"8";NA;NA;"36";NA;"0";"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"47cw7z4p92y3ioalree2uvf85";"Substitute";"Jaime Andrés";"Valdés Zapata";"1";NA;NA;"2";"1";NA;"2";NA;NA;NA;NA;"4";"2";NA;NA;NA;"1";NA;"1";TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"dxtv4idhrzxkw9dxp3fytfpp1";"Substitute";"Bryan Alfonso";"Vejar Utreras";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-03-03Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"aimgpr86xs6553faasfh0rwfd";"Substitute";"Carlos Alberto";"Villanueva Fuentes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;NA
"17";"2";"4";"1";"6";"24";"1";NA;"90";NA;"1";"2018-03-03Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"h3k5jhr99jelxpwlt1wocmhh";"Goalkeeper";"Carlos Emilio";"Lampe Porras";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"dcqrzntt4jej9yu9frtnls6sq";NA;NA;NA;NA;NA;NA;"1"
