"accuratePass";"goalsConceded";"saves";"penaltyFaced";"goalKicks";"totalPass";"gameStarted";"penGoalsConceded";"minsPlayed";"totalClearance";"formationPlace";"fecha";"idequipo";"equipo";"idjugador";"position";"firstName";"lastName";"wonTackle";"wasFouled";"lostCorners";"totalThrows";"totalTackle";"ontargetScoringAtt";"totalScoringAtt";"goals";"penaltyConceded";"totalOffside";"wonCorners";"fouls";"shotOffTarget";"yellowCard";"totalSubOff";"goalAssist";"cornerTaken";"stats[2, ]";"totalSubOn";"local";"id_partido";"blockedScoringAtt";"penaltyWon";"redCard";"secondYellow";"ownGoals";"cleanSheet";"penaltySave"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-15Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"276g6pfpah0p1dva0bfi18hqt";"Substitute";"Joaquín Emanuel";"Muñoz Almarza";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"20";"1";"3";NA;"7";"28";"1";NA;"90";"1";"1";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"c3406ve6msvm8gq6ywhe32rx1";"Goalkeeper";"José Ignacio";"González Catalán";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"26";"1";NA;NA;NA;"36";"1";NA;"90";"3";"6";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"qdod2x0hjp4l7ry77kd4tkgl";"Defender";"José Manuel";"Rojas Bahamondes";"2";"1";"2";NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"29";"1";NA;NA;NA;"34";"1";NA;"90";NA;"4";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"ew81y54i390wxgdm0bpjhf1zp";"Defender";"Gonzalo Alfredo";"Sepúlveda Domínguez";"3";"5";"1";NA;"3";NA;"1";NA;NA;NA;NA;"2";"1";"1";NA;NA;NA;NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"11";"1";NA;NA;NA;"21";"1";NA;"90";"2";"5";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"di60a2skx0jgyj477nhtdzkr9";"Defender";"Jesús Alberto";"Pino Villalón";"1";"1";NA;"13";"1";NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"34";"1";NA;NA;NA;"43";"1";NA;"90";"4";"8";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"c5r3jkp8lz1hunxkygs8g123t";"Defensive Midfielder";"Camilo Andrés";"Moya Carreño";"2";"4";NA;NA;"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"12";"1";NA;NA;NA;"22";"1";NA;"90";"1";"3";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"c41z5ke9oiotz2k0q3r02a40l";"Midfielder";"Ignacio Andrés";"Lara Castillo";NA;NA;NA;"12";NA;NA;"1";NA;NA;NA;"3";"1";NA;NA;NA;NA;"5";NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";"1";NA;NA;NA;NA;NA;NA
"20";"1";NA;NA;NA;"35";"1";NA;"87";NA;"2";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"8q9ir7itcmm72l5bn58ktwfrp";"Midfielder";"Christian Daniel";"Bravo Araneda";"3";"1";NA;"7";"3";NA;NA;NA;NA;NA;NA;"3";NA;"1";"1";NA;"1";NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"17";"1";NA;NA;NA;"28";"1";NA;"66";NA;"11";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"cp2iyz7bv5wor59z4ein8gk5";"Attacking Midfielder";"Lucio";"Compagnucci";"1";"2";NA;"1";"1";NA;"1";NA;NA;NA;NA;"1";"1";"1";"1";NA;NA;NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"17";"1";NA;NA;NA;"22";"1";NA;"63";NA;"7";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"dnm57jq9qxu8egfz8nirravh1";"Attacking Midfielder";"Gerson Sebastian";"Martínez Arredondo";"1";NA;NA;NA;"2";"1";"1";NA;NA;"1";NA;"1";NA;"1";"1";NA;NA;NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"12";"1";NA;NA;NA;"22";"1";NA;"90";"4";"10";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"b9zm1s1sjespi01z9v3bwnkr9";"Striker";"Mauro Andrés";"Caballero Aguilera";"3";NA;NA;NA;"3";"1";"2";"1";NA;NA;"2";"3";"1";"1";NA;NA;NA;NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"10";"1";NA;NA;NA;"20";"1";NA;"90";"1";"9";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"5u0nzn999fpgos6krvv1qcxxx";"Striker";"Carlos Humberto";"Escobar Ortiz";"2";NA;NA;NA;"2";"1";"2";NA;NA;"1";NA;"4";"1";NA;NA;NA;NA;NA;NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"c4x1rjzxyq67yqfwk2wh4b7x1";"Substitute";"Kevin Osvaldo";"Egaña Díaz";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"9oo52bso848sdpymtve33ah91";"Substitute";"Nelson Francisco";"Espinoza Díaz";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"3";NA;NA;NA;NA;"3";NA;NA;"24";"1";"0";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"6hwp14y7jfxi0mk439oshobft";"Substitute";"Rodrigo Antonio";"González Catalán";NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"7d4q4y2fyb268d6sb51cqet3p";"Substitute";"Camilo Andrés";"Melivilú Fuentes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"4";NA;NA;NA;NA;"8";NA;NA;"27";NA;"0";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"27ic44021q7wrail3sqwji09h";"Substitute";"Boris Alexis";"Sagredo Romero";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;"1";FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"6f1wvuthcu32awariqkf0jyp6";"Substitute";"Ed";"Verhoeven";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;"3";"1";"0";"2018-04-15Z";"4pem9axjomj07u51fk1pg0wzy";"San Luis";"a0k86z1rmnkj2j3rqbj5wgc0l";"Substitute";"Daniel Moisés";"Vicencio Quiero";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";FALSE;"dui7z49e0jfr49b86uj3tt3ze";NA;NA;NA;NA;NA;NA;NA
"36";"1";"5";NA;"8";"43";"1";NA;"90";"3";"1";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bee7alctox3ztjap9aoap83it";"Goalkeeper";"Nicolás Miroslav";"Peric Villarreal";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"28";"1";NA;NA;NA;"40";"1";NA;"90";"6";"3";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"9j5hkfilerc8upy6zl1gpucph";"Defender";"Nicolás Ignacio";"Crovetto Aqueveque";"1";NA;"1";"9";"1";NA;NA;NA;NA;NA;"1";"1";NA;"1";NA;NA;NA;NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"52";"1";NA;NA;NA;"60";"1";NA;"90";"3";"6";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8i2jufhd0hz8i0n88p82sk0r9";"Defender";"Matías Daniel";"Campos Toro";"2";NA;"1";NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"32";"1";NA;NA;NA;"44";"1";NA;"90";"4";"5";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8bs8qz265kj9bhn8lx09cifvt";"Defender";"Ricardo Antonio";"Escobar Acuña";"3";"3";"1";NA;"3";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"21";"1";NA;NA;NA;"32";"1";NA;"90";NA;"2";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4ry41imxbur7epfo5igydybpx";"Defender";"Osvaldo Javier";"Bosso Torres";"1";"2";NA;"12";"2";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"32";"1";NA;NA;NA;"37";"1";NA;"90";NA;"11";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"18pa8hde4d0jkbtpltej87tg5";"Midfielder";"Iván Patricio";"Ledezma Ahumada";"2";"3";NA;NA;"3";"1";"3";"1";NA;NA;NA;"3";"1";"1";NA;NA;NA;NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";"1";NA;NA;NA;NA;NA;NA
"41";"1";NA;NA;NA;"49";"1";NA;"90";"1";"8";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8vrkluulimwjtncia6xiui5zp";"Midfielder";"Luis Alberto";"Cabrera Figueroa";"1";NA;NA;"1";"1";NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";"1";NA;NA;NA;NA;NA;NA
"21";"1";NA;NA;NA;"27";"1";NA;"67";"1";"4";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4yvk7o42utehkf7nki39zafo5";"Midfielder";"Iván Gonzalo";"Vásquez Quilodrán";NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;"1";"1";NA;NA;"1";NA;NA;NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";"1";NA;NA;NA;NA;NA;NA
"9";"1";NA;NA;NA;"11";"1";NA;"45";NA;"7";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"adh3gj9e2avq8j3ib8kbfjw7p";"Midfielder";"Renato Nicolás";"Tarifeño Aranda";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"9";"1";NA;NA;NA;"15";"1";NA;"80";"2";"9";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bj3lt3rad9p93r4soac60f651";"Striker";"Ignacio Alejandro";"Jeraldino Jul";NA;"1";NA;NA;NA;"1";"2";NA;NA;NA;"1";"2";"1";NA;"1";NA;NA;NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"16";"1";NA;NA;NA;"20";"1";NA;"90";NA;"10";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"al3ls8yq5tgr0ss8vdea84ogl";"Striker";"Bryan Paul";"Carrasco Santos";"1";"1";NA;NA;"1";"2";"5";NA;NA;NA;"1";"3";"3";"1";NA;NA;"5";NA;NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"9";NA;NA;NA;NA;"9";NA;NA;"10";NA;"0";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"b3gzwpdhc43oz9u4ihkqgug2d";"Substitute";"Joe Axel";"Abrigo Navarro";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";TRUE;"eg6hj7487nkvgply1ocfbk2ui";"1";NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"arj6wz36r6wr961xynqg4m4lx";"Substitute";"Fernando Nicolás";"Cornejo Miranda";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"13";NA;NA;NA;NA;"15";NA;NA;"23";NA;"0";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"9px67vb566yli6fcj1v4tmcb9";"Substitute";"Sebastián";"Díaz Aracena";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"eg6hj7487nkvgply1ocfbk2ui";"1";NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"er8hohfgr8w1krh6hdqitfill";"Substitute";"Jorge";"Faúndez";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"25";NA;NA;NA;NA;"28";NA;NA;"45";NA;"0";"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bn04vhl78qfknkl5fk84rkuz9";"Substitute";"Juan Andrés";"Leiva Mieres";"2";"1";NA;"1";"2";NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";TRUE;"eg6hj7487nkvgply1ocfbk2ui";"1";NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"276g6pfpah0p1dva0bfi18hqt";"Substitute";"Joaquín Emanuel";"Muñoz Almarza";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-27Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"46v9ezyujo1l0ogeqq6dlbgq2";"Substitute";"Matías Ignacio";"Saavedra Fuentes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;TRUE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"13";"1";"3";NA;"10";"29";"1";NA;"90";NA;"1";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"chqei7ptn9boe5z083kyrxwb9";"Goalkeeper";"Cristian Edward";"Guerra Torres";NA;"2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"26";"1";NA;NA;NA;"34";"1";NA;"90";"3";"3";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"7pm6d0unmmikp9q289u1ndknp";"Defender";"Luis Alberto";"Pavez Muñoz";"4";NA;NA;"13";"4";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"31";"1";NA;NA;NA;"41";"1";NA;"90";"5";"6";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"4h1axqobxmjscll9gx5nd5xbd";"Defender";"Ángelo Matías";"Pizzorno Bracco";NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;"1";NA;NA;NA;NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"17";"1";NA;NA;NA;"24";"1";NA;"90";"6";"5";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"7pllpe90p67chza7qfpqjuv9x";"Defender";"Ramiro Gabriel";"González Hernández";"3";"2";"2";NA;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"10";"1";NA;NA;NA;"13";"1";NA;"40";NA;"2";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"erepxkd5yz641a30faj0r6c5";"Defender";"Juan Pablo";"Gómez Vidal";"1";NA;NA;"7";"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"29";"1";NA;NA;NA;"32";"1";NA;"90";NA;"4";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"euhin21cqzflsv1vcedt7ew2d";"Defensive Midfielder";"Misael Aldair";"Dávila Carvajal";"1";"1";NA;NA;"2";NA;NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;"2";NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"26";"1";NA;NA;NA;"28";"1";NA;"90";NA;"8";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"9stzu6e305ufeguh1ix1l0e7d";"Defensive Midfielder";"Víctor Felipe";"Méndez";"2";NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"19";"1";NA;NA;NA;"22";"1";NA;"67";NA;"11";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"46q7epouqsmoibpeh3qgamg2d";"Attacking Midfielder";"Gary Felipe";"Tello Mery";"1";"2";NA;NA;"1";"1";"3";NA;NA;NA;NA;"1";"1";NA;"1";NA;NA;NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";"1";NA;NA;NA;NA;NA;NA
"23";"1";NA;NA;NA;"33";"1";NA;"90";NA;"10";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"m1lbmlled2xtj2ilk4oiyrc9";"Attacking Midfielder";"Pablo Mauricio";"Aránguiz Salazar";"1";"1";NA;NA;"2";"3";"5";"1";NA;"1";"2";"1";"1";NA;NA;NA;"2";NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";"1";NA;NA;NA;NA;NA;NA
"4";"1";NA;NA;NA;"8";"1";NA;"67";"3";"7";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"377mqwyb9c1ffvfbrw0a48dzp";"Attacking Midfielder";"Sebastián Óscar";"Jaime";"1";NA;NA;NA;"1";NA;"1";NA;NA;"2";"1";NA;NA;NA;"1";NA;NA;NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";"1";NA;NA;NA;NA;NA;NA
"17";"1";NA;NA;NA;"32";"1";NA;"90";"1";"9";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"2ddf8xxnqz6tehsqw5cg5x0b9";"Striker";"Tobías Nahuel";"Figueroa";NA;"1";NA;NA;NA;"2";"2";NA;NA;"2";NA;"3";NA;"1";NA;NA;NA;NA;NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"e8lo3aruuwfbggkvgvkff1lh";"Substitute";"Jorge Enrique";"Ampuero Cabello";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"4";NA;NA;NA;NA;"7";NA;NA;"23";NA;"0";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"9xld2rds0i2vb69pbx4doqndh";"Substitute";"Ramiro Ángel";"Carrera";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;"1";FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"15";NA;NA;NA;NA;"19";NA;NA;"50";"4";"0";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"huvdnx1gqfx8yhr50nhmowk5";"Substitute";"Fernando Esteban";"Cornejo Padilla";"2";"2";NA;"3";"2";NA;"1";NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;"1";FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"1pxq5s6wcmaf31abep37buz85";"Substitute";"Carlos Andrés";"Muñoz Rojas";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"2ztfs9tfd4ztq5fleycxf11t6";"Substitute";"Carlos Alonso Enrique";"Palacios Núñez";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"7";NA;NA;NA;NA;"12";NA;NA;"23";NA;"0";"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"9l8hpz13d78bw7b77iclsnahh";"Substitute";"Israel Elías";"Poblete Zúñiga";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;"1";FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2018-05-27Z";"1iy5a1mzucfenathcnlhmp95a";"Unión Española";"8wuis7vhp6qdrkeja170bk2j9";"Substitute";"Diego";"Sánchez Carvajal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;FALSE;"eg6hj7487nkvgply1ocfbk2ui";NA;NA;NA;NA;NA;NA;NA
"15";NA;"2";NA;"7";"24";"1";NA;"90";NA;"1";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"276g6pfpah0p1dva0bfi18hqt";"Goalkeeper";"Joaquín Emanuel";"Muñoz Almarza";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;"1";NA
"19";NA;NA;NA;NA;"28";"1";NA;"90";"1";"4";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"abb1eu1hpcrox97w3z01nxrkl";"Defender";"Fabián Andrés";"Torres Cuello";"5";NA;NA;"7";"6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;"1";NA
"11";NA;NA;NA;NA;"21";"1";NA;"90";"7";"5";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"be2mkt8tl6bgnm4nyzb5l02c5";"Defender";"Manuel Elías";"Fernández Guzmán";"2";"1";"2";NA;"3";"1";"2";NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;"1";NA
"12";NA;NA;NA;NA;"23";"1";NA;"90";"2";"6";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"epvt3nij5xk960wrr4omk2f2t";"Defender";"Carlos Alfredo";"Labrin Candia";"4";"1";"1";"3";"6";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";NA;NA;NA;NA;NA;"1";NA
"34";NA;NA;NA;NA;"48";"1";NA;"90";NA;"3";"2018-10-06Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8i2jufhd0hz8i0n88p82sk0r9";"Midfielder";"Matías Daniel";"Campos Toro";NA;NA;NA;"14";"1";"2";"4";"1";NA;NA;"1";"1";NA;NA;NA;"1";NA;NA;NA;TRUE;"6a0nq53niusqwob0vm5pb5dgq";"2";NA;NA;NA;NA;"1";NA
