"accuratePass" "penaltyConceded" "goalsConceded" "penaltyFaced" "goalKicks" "totalPass" "gameStarted" "penGoalsConceded" "minsPlayed" "fouls" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "totalThrows" "totalTackle" "wonCorners" "yellowCard" "totalScoringAtt" "shotOffTarget" "wasFouled" "lostCorners" "totalOffside" "totalSubOff" "cornerTaken" "ontargetScoringAtt" "blockedScoringAtt" "stats[2, ]" "totalSubOn" "redCard" "local" "id_partido" "saves" "cleanSheet" "goals" "penaltyWon" "goalAssist" "secondYellow" "penaltySave" "ownGoals"
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "96j7rshwo5k9add2rcsyemlvm" "Iran U20" "1284dthxthdpzqwu19ho540kp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "4kdkf2ebokwpvsw5x241kqaqx" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "96j7rshwo5k9add2rcsyemlvm" "Iran U20" "3p7i0iwk0dqodrc12uwc1kw6h" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "4kdkf2ebokwpvsw5x241kqaqx" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-27Z" "96j7rshwo5k9add2rcsyemlvm" "Iran U20" "2y794hjad1o0xhcruo2vu3zl5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "4kdkf2ebokwpvsw5x241kqaqx" NA NA NA NA NA NA NA NA
"2" NA "1" NA NA "2" NA NA "9" NA NA "0" "2017-05-27Z" "96j7rshwo5k9add2rcsyemlvm" "Iran U20" "5sc67j1wak31qh5i94ezkdsdl" "Substitute" "1" "1" "1" NA NA NA NA "1" NA NA NA NA NA NA NA "1" NA FALSE "4kdkf2ebokwpvsw5x241kqaqx" NA NA NA NA NA NA NA NA
"5" NA "1" NA NA "8" NA NA "25" NA NA "0" "2017-05-27Z" "96j7rshwo5k9add2rcsyemlvm" "Iran U20" "399w3u0a2hvmdxy2v3ibcplgp" "Substitute" "1" NA "2" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "4kdkf2ebokwpvsw5x241kqaqx" NA NA NA NA NA NA NA NA
"24" NA "2" "1" "11" "44" "1" "1" "120" NA "2" "1" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "d79vlrccz170hzdh35nhsf1ed" "Goalkeeper" NA NA NA NA NA NA NA "1" "1" NA NA NA NA NA NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" "3" NA NA NA NA NA NA NA
"62" "1" "2" NA NA "75" "1" "1" "120" "2" "1" "3" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e5p0oz8nz3fvawtta6u98ow5x" "Defender" NA "22" NA NA "1" NA NA "5" "2" NA NA NA NA NA NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"77" NA "2" NA NA "94" "1" "1" "120" "2" "7" "6" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "cypipec6wd6cpgcspxjwvdadx" "Defender" "1" NA "2" NA NA "1" NA "1" "2" NA NA NA "1" NA NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"67" NA "2" NA NA "75" "1" "1" "120" NA "5" "5" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "2t5s4f41jefzuzth0bhcixtcl" "Defender" "1" NA "1" NA NA NA NA "1" NA NA NA NA NA NA NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"40" NA "2" NA NA "46" "1" "1" "120" "1" "2" "2" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "3f3jcsa7gk6in9fskp9w5a5t5" "Defender" "3" "12" "3" "1" "1" NA NA NA "1" NA NA NA NA NA NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"83" NA "2" NA NA "99" "1" "1" "120" "1" NA "4" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e5gsmkgu13y4f0abcwmeyjwet" "Defensive Midfielder" "1" NA "2" NA NA "2" "1" "2" NA NA NA NA "1" NA NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"24" NA "2" NA NA "33" "1" "1" "73" "1" NA "11" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "8ffuqi4wbdmvnxsy2nhi566s5" "Midfielder" NA NA NA NA "1" NA NA NA NA NA "1" "2" NA NA NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"17" NA "2" NA NA "20" "1" "1" "54" "1" NA "10" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e7qa9kd1s479rhjeh5v299i39" "Midfielder" "1" NA "1" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"39" NA "2" NA NA "51" "1" "1" "120" "1" NA "8" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "3bysj69bufnbqx70q6ufzat49" "Midfielder" "2" NA "2" "2" NA "2" NA "2" NA NA NA "1" NA "2" NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA "2" NA NA NA
"27" NA "2" NA NA "37" "1" "1" "97" NA NA "7" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e81dfbtza1g8v3lozf39x3f85" "Midfielder" "1" "2" "1" "2" NA "5" "1" NA NA NA "1" "3" "1" "3" NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA "1" NA NA NA NA NA
"23" NA "2" NA NA "31" "1" "1" "105" NA NA "9" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e8an897mmidiq51r2wz1c3jdh" "Striker" NA NA NA "1" NA "1" NA NA NA NA "1" NA "1" NA NA NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA "1" NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "71p9z7bqvgzb5t115fmos6fop" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"42" NA NA NA NA "55" NA NA "66" NA NA "0" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "8jtk7kz2a83btj374gb16xf4l" "Substitute" "5" "2" "5" NA NA "1" NA "1" NA NA NA NA "1" NA NA "1" NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e7gekaap160wj8k0u261ghas5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "8k4bo5cdv9t51ccw8jossry09" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"7" NA NA NA NA "8" NA NA "23" NA "1" "0" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "72epbu5djb65bn90zm8cs51w5" "Substitute" NA NA NA NA NA NA NA NA "1" "1" NA NA NA NA NA "1" NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "behb7gc1cdoqpke5qr9n2isx5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e4x6fx7njwfevkwf1t0ocyq51" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"11" NA NA NA NA "12" NA NA "15" NA "1" "0" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "5t952swvuoed4pdwgbi4yjhex" "Substitute" "1" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"9" NA NA NA NA "13" NA NA "47" NA NA "0" "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "10sgqupeyfyjh5ekl7yxs8iqx" "Substitute" "1" NA "1" NA NA "1" NA NA NA "1" NA NA "1" NA NA "1" NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "9dnph0msa5xipz3vz8tgoeq0x" "Portugal U20" "e65zqndnze1xzef4qlkhd1v4l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"11" NA "2" NA "6" "26" "1" NA "120" NA "1" "1" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "4tt9wh05c0oj5qviq1xn3qms5" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" "4" NA NA NA NA NA NA NA
"23" NA "2" NA NA "26" "1" NA "120" NA "8" "3" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "896uaqjrz22q6fqjfzuwf77jd" "Defender" NA "19" "3" NA NA NA NA "1" NA "1" NA NA NA NA NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"28" NA "2" NA NA "35" "1" NA "120" NA "2" "6" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "39dgr8s91agremy3nvp4q2221" "Defender" NA NA NA NA NA "1" NA NA "1" "1" NA NA "1" NA NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA "1" NA NA NA NA NA
"26" NA "2" NA NA "36" "1" NA "120" "1" "10" "5" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "c2bhdypnqifsl8eiovtfdmyg9" "Defender" "5" NA "6" NA NA "1" NA NA "3" "1" NA NA "1" NA NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"16" NA "2" NA NA "28" "1" NA "120" NA "8" "2" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "8sgk6axl6yvkefpcph0kcxtrd" "Defender" "1" "12" "2" "1" NA "1" "1" "1" NA NA NA NA NA NA NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"29" NA "2" NA NA "42" "1" NA "120" "1" "3" "4" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "1i9wi65k2foqwudeqiyih87hl" "Defensive Midfielder" "3" "1" "4" "2" NA "5" "3" "1" "1" NA NA "1" "1" "1" NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA "1" NA NA NA NA NA
"11" NA "2" NA NA "21" "1" NA "94" NA "4" "11" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "9qmyubxwvhhotzx7elbuzn7jd" "Midfielder" "3" "1" "3" "2" NA NA NA NA "1" NA "1" NA NA NA NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"12" NA "2" NA NA "20" "1" NA "79" "3" "2" "10" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "16mj3l623plqx1hm9zvpvn5yh" "Midfielder" "1" NA "1" NA NA "2" NA NA NA NA "1" NA "1" "1" NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"15" NA "2" NA NA "18" "1" NA "79" "1" "1" "8" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "1caijgyxkokcvu2lnrh6x37c9" "Midfielder" "3" NA "3" NA NA "1" "1" "2" NA NA "1" "3" NA NA NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"7" NA "2" NA NA "13" "1" NA "120" "5" "3" "7" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "8uhw63v8gltxygvgdvbrplecp" "Midfielder" "2" "2" "2" NA "1" NA NA "2" NA NA NA NA NA NA NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA "1" NA NA NA NA
"10" NA "2" NA NA "14" "1" NA "103" "1" NA "9" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "95qrowsi9nifnsevn7z33z1ex" "Striker" "1" NA "2" "1" NA "3" "1" "1" NA NA "1" NA "1" "1" NA NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"6" NA NA NA NA "11" NA NA "41" "1" NA "0" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "aanzb5c0rg5l98z30i0m9ka21" "Substitute" NA NA NA "1" NA NA NA NA NA NA NA "3" NA NA NA "1" NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"3" NA NA NA NA "4" NA NA "17" NA NA "0" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "4arhjesg8y71xzgj0i49k3nc9" "Substitute" NA NA NA NA NA "1" "1" NA NA NA NA NA NA NA NA "1" NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "8qxoj7nyhu2prjl3bjfqi2ui1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "9yxoepmeuge0hzq2k93bkhqll" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "8wihma7941cp2e6m8vrl7bso9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "9ptys1nh5ngxqoh0tbuft1zv9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"8" NA NA NA NA "11" NA NA "41" NA NA "0" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "9ku9y97xl6ijopqtwfpn8aoyx" "Substitute" "1" NA "1" NA NA NA NA NA NA "1" NA NA NA NA NA "1" NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"1" NA NA NA NA "2" NA NA "26" NA NA "0" "2017-06-04Z" "c4af56bl666x9qirb1kqszk5a" "Uruguay U20" "8u46wgn2upd99tmmchxuw1gbt" "Substitute" NA NA NA NA NA "1" "1" "1" NA NA NA NA NA NA NA "1" NA FALSE "744rshkaqthlc4kcwxb1jjw89" NA NA NA NA NA NA NA NA
"13" NA "2" NA "15" "24" "1" NA "90" NA "2" "1" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "4k0vtybvnyser5yu97bddqll" "Goalkeeper" NA NA NA NA NA NA NA NA "2" NA NA NA NA NA NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" "5" NA NA NA NA NA NA NA
"23" NA "2" NA NA "34" "1" NA "90" "3" "1" "3" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "ae1vyz6x5wtwwinop1knbbzs9" "Defender" "4" "18" "6" NA "1" NA NA NA "1" NA NA NA NA NA NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"32" NA "2" NA NA "37" "1" NA "90" NA "3" "6" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "2gef3rw1e1q3d7qudetpgvbop" "Defender" "3" NA "4" NA NA NA NA NA "1" NA NA NA NA NA NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"28" NA "2" NA NA "40" "1" NA "90" NA "5" "5" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "4uyfs1epryrirnq46jttxm6sp" "Defender" "3" NA "4" NA NA NA NA "1" "1" NA NA NA NA NA NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"9" NA "2" NA NA "10" "1" NA "26" NA NA "2" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "7j9r7pah0g0vytjhqktxb3yll" "Defender" NA "8" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"41" NA "2" NA NA "52" "1" NA "90" "1" NA "4" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "cat5dde94x0bjysss58ijzrhl" "Defensive Midfielder" "2" NA "2" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"16" NA "2" NA NA "21" "1" NA "62" "1" NA "11" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "emt3e6x1c9howgtee0hr1hucp" "Midfielder" NA NA NA NA NA "2" "2" "1" NA NA "1" "1" NA NA NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"49" NA "2" NA NA "65" "1" NA "90" "4" "1" "10" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "2e8l0h6c80dpcluphfcngitbd" "Midfielder" "2" "1" "2" "2" NA "4" "1" "1" "1" NA NA "3" NA "3" NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"28" NA "2" NA NA "40" "1" NA "84" NA NA "8" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "12x5lacdmnvc801277ugw9ecp" "Midfielder" "1" NA "3" NA NA NA NA "2" NA NA "1" NA NA NA NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"13" NA "2" NA NA "24" "1" NA "90" "2" NA "7" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "12dv2sa9xm0aedpb13ivl11wp" "Midfielder" "4" NA "4" "2" "1" "1" NA "1" NA NA NA NA "1" NA NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"15" NA "2" NA NA "27" "1" NA "90" "1" NA "9" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "dj5no6dbmykaa8wg4k3n77je1" "Striker" "1" NA "1" NA NA "1" "1" "1" NA NA NA NA NA NA NA NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"6" NA NA NA NA "14" NA NA "64" "1" "2" "0" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "9gcd5daxblmw315c4rfy0frhl" "Substitute" "2" "13" "4" NA "1" NA NA NA "2" NA NA NA NA NA NA "1" NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "9mdjn6gf4q36hyghfz03fubjd" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "14dpnweb51v7re2xa3qkpulex" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "9t0jc69sznaz0ncc98rg2hjvt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "5sjuufrdq1rx6senkjjgtimsp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "2b8fj2xnd2h9rdbg0bkgbizu1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"7" NA NA NA NA "9" NA NA "28" "1" NA "0" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "7aeoxgg7e0g8t4ggq2l8nvb3d" "Substitute" "2" NA "2" NA NA "2" "1" NA NA "1" NA NA "1" NA NA "1" NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA "2" NA NA "6" NA NA "0" "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "4wqejyj89q4e3u8qdp1hi1n1l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "aierrdwlhgygpb74jqlk3mgv" "Saudi Arabia U20" "63361hy1yc0zerowa01u395ux" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"11" NA NA NA "7" "23" "1" NA "90" NA NA "1" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "8sntrytxj6poyj70x17njaa5l" "Goalkeeper" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" "2" "1" NA NA NA NA NA NA
"31" NA NA NA NA "43" "1" NA "90" NA "1" "3" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "5io1aabzas7nxszu8egcqzbvt" "Defender" NA "12" NA NA "1" NA NA "5" NA NA NA NA NA NA NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA "1" NA NA NA NA NA NA
"22" NA NA NA NA "30" "1" NA "90" NA "6" "6" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "1hl1b5u0rlqp6vnre3ckd0a95" "Defender" NA NA NA NA NA "1" NA "1" "1" NA NA NA "1" NA NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA "1" NA NA NA NA NA NA
"32" NA NA NA NA "42" "1" NA "90" "1" "6" "5" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "b31oijcpmxz69rxpuspykawvd" "Defender" "2" "1" "2" NA "1" NA NA NA "1" NA NA NA NA NA NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA "1" NA NA NA NA NA NA
"18" NA NA NA NA "31" "1" NA "83" "1" "7" "2" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "4dm38if99d6s3zagdwkd9ycix" "Defender" "3" "17" "4" NA NA NA NA NA "1" NA "1" "1" NA NA NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"21" NA NA NA NA "26" "1" NA "67" NA "1" "11" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "ckiumbw4onshabjmefny1pey1" "Midfielder" NA NA NA "1" "1" "4" "3" "1" NA "1" "1" "1" "1" NA NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"33" NA NA NA NA "44" "1" NA "90" "2" NA "8" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "39b3rkr9o5m9pd4wwf5qsy7zd" "Midfielder" "4" NA "4" NA NA "3" "2" "2" NA NA NA NA "1" NA NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA "1" "1" NA NA NA NA NA
"25" NA NA NA NA "28" "1" NA "76" "1" NA "4" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "e6ztlve0b2c1aet2j7ukp4yjt" "Midfielder" "2" NA "2" NA "1" NA NA NA NA NA "1" NA NA NA NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"11" NA NA NA NA "20" "1" NA "90" NA NA "7" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "8kcm8g1fpcqqslzmut1fdhotl" "Midfielder" "1" NA "1" NA NA "4" "2" "3" NA NA NA NA "2" NA NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA "1" "1" NA NA NA NA NA
"31" NA NA NA NA "37" "1" NA "90" NA NA "10" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "f5j3vhj805xtkos7l538u0d7t" "Attacking Midfielder" "4" NA "4" "5" NA "3" "1" "2" NA NA NA "6" "1" "1" NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA "1" NA NA NA NA NA NA
