"accuratePass" "penaltyConceded" "goalsConceded" "penaltyFaced" "goalKicks" "totalPass" "gameStarted" "penGoalsConceded" "minsPlayed" "fouls" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "totalThrows" "totalTackle" "wonCorners" "yellowCard" "totalScoringAtt" "shotOffTarget" "wasFouled" "lostCorners" "totalOffside" "totalSubOff" "cornerTaken" "ontargetScoringAtt" "blockedScoringAtt" "stats[2, ]" "totalSubOn" "redCard" "local" "id_partido" "saves" "cleanSheet" "goals" "penaltyWon" "goalAssist" "secondYellow" "penaltySave" "ownGoals"
"9" NA NA NA NA "13" "1" NA "90" "2" "1" "9" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "4z8u93lrq9mfw0xzxy3umdz3d" "Striker" NA NA NA "1" NA "7" "4" NA NA NA NA NA "2" "1" NA NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA "1" NA NA "1" NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "aon6tyoen2zcwdsovszz6mwo9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA "1" NA NA "7" NA NA "0" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "ecu8gd2lmhiuq2z9stbhrmb55" "Substitute" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "6437iwpplyfh71o9b7uxdylii" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"6" NA NA NA NA "6" NA NA "23" NA NA "0" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "f0qk5b2a5yig3yco8ue218zxl" "Substitute" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "4ktnru3pqurww9h9af7n2959l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "aa1vnw1lqbx56m29l3562zuuh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"4" NA NA NA NA "4" NA NA "14" NA NA "0" "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "316lvgaj8k7301u0oqxp9lpex" "Substitute" "1" NA "1" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "73xxnguzve7j48qztnb2vu609" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "2ccpqohyrefus7qcovoke6rxl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-22Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "8ofblayp5l641yjj3im1y3t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "d4866wtgm5bwiigyu8lv2eew9" NA NA NA NA NA NA NA NA
"12" NA NA NA "9" "33" "1" NA "90" NA "1" "1" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "8sntrytxj6poyj70x17njaa5l" "Goalkeeper" NA NA NA NA NA NA NA "1" "1" NA NA NA NA NA NA NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" "4" "1" NA NA NA NA NA NA
"27" NA NA NA NA "44" "1" NA "90" "3" "7" "3" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "5io1aabzas7nxszu8egcqzbvt" "Defender" NA "15" "1" "1" "1" NA NA NA NA NA NA NA NA NA NA NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"15" NA NA NA NA "21" "1" NA "90" "2" "9" "6" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "1hl1b5u0rlqp6vnre3ckd0a95" "Defender" "2" NA "3" NA NA NA NA NA "1" "1" NA NA NA NA NA NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"15" NA NA NA NA "20" "1" NA "90" "1" "9" "5" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "b31oijcpmxz69rxpuspykawvd" "Defender" "2" NA "3" NA NA "1" "1" NA NA NA NA NA NA NA NA NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"6" NA NA NA NA "10" "1" NA "29" NA NA "2" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "4dm38if99d6s3zagdwkd9ycix" "Defender" NA "4" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
"32" NA NA NA NA "47" "1" NA "89" "6" "3" "4" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "39b3rkr9o5m9pd4wwf5qsy7zd" "Defensive Midfielder" "5" NA "5" NA NA "2" "2" "1" NA NA NA NA NA NA NA NA "1" TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA "1" NA NA
"24" NA NA NA NA "37" "1" NA "90" "1" "4" "8" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "4ktnru3pqurww9h9af7n2959l" "Defensive Midfielder" "3" NA "3" NA NA "1" "1" "2" NA NA NA NA NA NA NA NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"17" NA NA NA NA "26" "1" NA "69" NA NA "11" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "8kcm8g1fpcqqslzmut1fdhotl" "Attacking Midfielder" NA "3" NA NA NA "3" "2" NA NA NA "1" NA "1" NA NA NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
"25" NA NA NA NA "32" "1" NA "90" NA NA "10" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "f5j3vhj805xtkos7l538u0d7t" "Attacking Midfielder" "1" NA "1" "2" NA "1" NA "1" NA NA NA "4" NA "1" NA NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"7" NA NA NA NA "21" "1" NA "90" "1" NA "9" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "4z8u93lrq9mfw0xzxy3umdz3d" "Striker" NA NA NA NA NA "1" NA NA NA NA NA NA "1" NA NA NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "aon6tyoen2zcwdsovszz6mwo9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
"8" NA NA NA NA "16" NA NA "61" NA "3" "0" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "ecu8gd2lmhiuq2z9stbhrmb55" "Substitute" "1" "7" "1" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
"4" NA NA NA NA "6" NA NA "38" NA NA "0" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "f0qk5b2a5yig3yco8ue218zxl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "aa1vnw1lqbx56m29l3562zuuh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "316lvgaj8k7301u0oqxp9lpex" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
"5" NA NA NA NA "6" NA NA "21" "1" NA "0" "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "73xxnguzve7j48qztnb2vu609" "Substitute" NA NA NA NA NA "1" "1" "1" NA NA NA NA NA NA NA "1" NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "2ccpqohyrefus7qcovoke6rxl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "8ofblayp5l641yjj3im1y3t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
"11" NA NA NA "12" "26" "1" NA "90" NA "1" "1" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "6s4zfgjux2gk9sauqc1bm9h49" "Goalkeeper" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" "2" "1" NA NA NA NA NA NA
"28" NA NA NA NA "39" "1" NA "90" "4" NA "3" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "87g6qlasqe627i5g7ir30j2sp" "Defender" "2" "13" "2" NA "1" "1" NA NA NA NA NA NA NA "1" NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"14" NA NA NA NA "34" "1" NA "90" NA "4" "6" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "etlxfklgw6y9vbaobwbtoaaqx" "Defender" "3" NA "3" NA NA NA NA "1" "3" NA NA NA NA NA NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"21" NA NA NA NA "33" "1" NA "90" NA "1" "5" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "c0hzsi93psm5tmaro90ebyhnt" "Defender" NA NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"15" NA NA NA NA "29" "1" NA "90" NA NA "2" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "c8m4ox6n1v89qbbjq73s5ezmx" "Defender" "2" "16" "5" NA NA "1" "1" "1" NA NA NA NA NA NA NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"9" NA NA NA NA "14" "1" NA "85" NA NA "11" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "2huay2gny5lfgpsrxs476d6mt" "Midfielder" NA "1" NA NA NA "1" "1" NA NA NA "1" NA NA NA NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
"30" NA NA NA NA "44" "1" NA "90" "2" NA "8" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "9ai3yhgxjkcp5kf8588i252ad" "Midfielder" "4" NA "4" NA NA "1" "1" "6" NA NA NA NA NA NA NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"24" NA NA NA NA "31" "1" NA "90" NA "1" "4" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "b9laanbzul8a7h5jo1z5vetpl" "Midfielder" "3" NA "3" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"32" NA NA NA NA "49" "1" NA "90" "1" NA "7" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "9k3tmxrlfrjnio5gti5puxpex" "Midfielder" "2" "7" "2" "1" NA "5" "1" "1" NA NA NA "2" "2" "2" NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"6" NA NA NA NA "12" "1" NA "54" "2" NA "9" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "ca5ldsa3p3iacyyu5uhjkoo9" "Striker" NA NA NA NA NA NA NA "1" NA "1" "1" NA NA NA NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
"18" NA NA NA NA "29" "1" NA "90" "2" NA "10" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "4egdwxl2r7dqn5sc4wgopkhyh" "Striker" "1" NA "1" "1" NA "2" "1" "4" NA "2" NA NA "1" NA NA NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA "1" NA NA NA NA NA NA
"7" NA NA NA NA "7" NA NA "5" NA NA "0" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "5rps6forynpfjmqlijt0fgpn9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
"11" NA NA NA NA "15" NA NA "36" NA NA "0" "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "34w0dseqk24955er7shltiggl" "Substitute" NA NA NA NA NA "2" NA NA NA "1" NA NA "1" "1" NA "1" NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "mu48dfrlajvzl4t088atg7vt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "7sdnd4rrvvkpyq6fj9stofh7t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "d6gphu89283pngbaenacu1cr9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "7dr2jx3u755avbchwnycsq0h5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "51vgr13hujcsdw39m8po3f9ih" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "6c5z6whsuoapbdrwn4368orft" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "dll3x4ua7q15dcb7gbm61jso9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-28Z" "f2un0niirjttyg6qyvysd9nhr" "Ecuador U20" "84ocqjdl6743lr2rsjyzgvd9l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "42yc5mb9ze8pv92m3djzqepyh" NA NA NA NA NA NA NA NA
"13" NA "1" NA "6" "22" "1" NA "90" NA "2" "1" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "8sntrytxj6poyj70x17njaa5l" "Goalkeeper" NA NA NA "1" NA NA NA "1" NA NA NA NA NA NA NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" "2" NA NA NA NA NA NA NA
"16" NA "1" NA NA "23" "1" NA "90" "2" "5" "3" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "5io1aabzas7nxszu8egcqzbvt" "Defender" "2" "17" "3" NA NA NA NA "2" NA NA NA "2" NA NA NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"21" NA "1" NA NA "29" "1" NA "90" "1" "10" "6" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "1hl1b5u0rlqp6vnre3ckd0a95" "Defender" "2" NA "2" NA "1" "1" "1" "3" "1" NA NA NA NA NA NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"14" NA "1" NA NA "23" "1" NA "90" "3" "9" "5" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "b31oijcpmxz69rxpuspykawvd" "Defender" "4" NA "4" NA NA NA NA "2" "2" NA NA NA NA NA NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"32" NA "1" NA NA "43" "1" NA "90" NA "3" "2" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "4dm38if99d6s3zagdwkd9ycix" "Defender" "1" "12" "1" "2" NA NA NA "1" "1" NA NA NA NA NA NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"13" NA "1" NA NA "16" "1" NA "90" "2" "1" "11" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "ckiumbw4onshabjmefny1pey1" "Midfielder" "3" "1" "4" "1" "1" "3" "1" "3" "1" "1" NA NA "1" "1" NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"26" NA "1" NA NA "32" "1" NA "76" "2" "1" "8" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "39b3rkr9o5m9pd4wwf5qsy7zd" "Midfielder" "2" NA "2" NA NA "1" NA NA NA NA "1" NA NA "1" NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"34" NA "1" NA NA "38" "1" NA "90" "2" "3" "4" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "e6ztlve0b2c1aet2j7ukp4yjt" "Midfielder" "4" "1" "5" NA "1" "3" "1" "1" "1" NA NA NA NA "2" NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"18" NA "1" NA NA "24" "1" NA "90" NA NA "7" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "8kcm8g1fpcqqslzmut1fdhotl" "Midfielder" NA "1" NA "1" NA "4" "3" "1" NA "2" NA NA "1" NA NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"34" NA "1" NA NA "44" "1" NA "90" "1" NA "10" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "f5j3vhj805xtkos7l538u0d7t" "Attacking Midfielder" NA NA NA "1" NA "1" NA "3" NA NA NA "5" NA "1" NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"15" NA "1" NA NA "19" "1" NA "79" "3" NA "9" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "4z8u93lrq9mfw0xzxy3umdz3d" "Striker" "1" NA "1" "1" NA "2" "1" "1" NA NA "1" NA NA "1" NA NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "aon6tyoen2zcwdsovszz6mwo9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "ecu8gd2lmhiuq2z9stbhrmb55" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"4" NA NA NA NA "5" NA NA "14" NA NA "0" "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "f0qk5b2a5yig3yco8ue218zxl" "Substitute" NA NA NA "1" NA NA NA NA NA NA NA "1" NA NA NA "1" NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "4ktnru3pqurww9h9af7n2959l" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "aa1vnw1lqbx56m29l3562zuuh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "316lvgaj8k7301u0oqxp9lpex" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "73xxnguzve7j48qztnb2vu609" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "2ccpqohyrefus7qcovoke6rxl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA NA NA NA "2017-05-25Z" "c30hoyqvp60k9v8tnh01i0yj9" "Senegal U20" "8ofblayp5l641yjj3im1y3t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "2kda7cxjo9mfwje91lajln36x" NA NA NA NA NA NA NA NA
"10" NA NA NA "11" "28" "1" NA "90" NA "1" "1" "2017-05-25Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "ulbgnht5baklwsju16svszc9" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "2kda7cxjo9mfwje91lajln36x" "2" "1" NA NA NA NA NA NA
"12" NA NA NA NA "20" "1" NA "90" "1" "5" "3" "2017-05-25Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "ac9ebvt008vz5mivsqkroaw2d" "Defender" "6" "11" "8" NA NA "1" "1" NA NA NA NA NA NA NA NA NA NA FALSE "2kda7cxjo9mfwje91lajln36x" NA "1" NA NA NA NA NA NA
"19" NA NA NA NA "23" "1" NA "90" "2" "12" "6" "2017-05-25Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "7etm5qf3sonimtxllrw5xwkid" "Defender" NA NA NA NA NA NA NA NA "4" NA NA NA NA NA NA NA NA FALSE "2kda7cxjo9mfwje91lajln36x" NA "1" NA NA NA NA NA NA
"30" NA NA NA NA "40" "1" NA "90" "1" "12" "5" "2017-05-25Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "c4dvhy1z0op9iwj9aqdgzh0q1" "Defender" NA NA NA NA NA NA NA "1" NA NA NA NA NA NA NA NA NA FALSE "2kda7cxjo9mfwje91lajln36x" NA "1" NA NA NA NA NA NA
"21" NA NA NA NA "32" "1" NA "90" "3" "2" "2" "2017-05-25Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "4eaw6l0418q57ktjma0k5lnt" "Defender" "2" "11" "2" NA "1" NA NA "1" "2" NA NA NA NA NA NA NA NA FALSE "2kda7cxjo9mfwje91lajln36x" NA "1" NA NA NA NA NA NA
"16" NA NA NA NA "26" "1" NA "90" "1" "5" "4" "2017-05-25Z" "bo858sll0r8nayyt5smdu3pxs" "United States U20" "9n403vt63i8sxmbpu1vp0kcmh" "Defensive Midfielder" NA NA "1" NA NA NA NA "3" "1" NA NA NA NA NA NA NA NA FALSE "2kda7cxjo9mfwje91lajln36x" NA "1" NA NA NA NA NA NA
