"accuratePass";"goalsConceded";"saves";"penaltyFaced";"goalKicks";"totalPass";"gameStarted";"penGoalsConceded";"minsPlayed";"totalClearance";"formationPlace";"fecha";"idequipo";"equipo";"idjugador";"position";"nombres";"apellidos";"wonTackle";"lostCorners";"totalThrows";"totalTackle";"fouls";"wasFouled";"penaltyConceded";"secondYellow";"redCard";"totalScoringAtt";"totalSubOff";"totalOffside";"shotOffTarget";"yellowCard";"cornerTaken";"blockedScoringAtt";"wonCorners";"totalSubOn";"subposicion";"stats[2, ]";"local";"id_partido";"cleanSheet";"ontargetScoringAtt";"goals";"goalAssist";"penaltySave";"penaltyWon";"ownGoals"
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-06-13Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"4qzt91tiriyndbjhaltykix91";"Substitute";"Miguel Angel";"Vargas Mañan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";FALSE;"cmzh0wf0hfg1r48cc684rqq96";NA;NA;NA;NA;NA;NA;NA
"15";"2";"4";"1";"9";"26";"1";"1";"90";NA;"1";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"s018lxkr8e6bpxldf7vhxxhx";"Goalkeeper";"Cristian";"Campestrini";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"37";"2";NA;NA;NA;"45";"1";"1";"90";"2";"3";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"adl28qm975eh8twc47xds7845";"Defender";"Dylan Patricio";"Zúñiga Valenzuela";NA;NA;"12";"1";NA;"1";NA;NA;NA;"2";NA;NA;"1";NA;"1";"1";"1";NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"45";"2";NA;NA;NA;"50";"1";"1";"90";"4";"6";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"gy2us7bvt80iil2vmzdmxrrp";"Defender";"Cristian Fernando";"Suarez Figueroa";"2";"1";"1";"2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"35";"2";NA;NA;NA;"51";"1";"1";"90";"7";"5";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"c43to04jy71aewg5f7qse9iol";"Defender";"Marcos Antonio";"Velásquez Ahumada";NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;"1";NA;NA;NA;NA;NA
"7";"1";NA;NA;NA;"16";"1";NA;"61";"2";"2";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"cjmai4tgydff5g6ykyrclt8et";"Defender";"Bastián";"San Juan Martínez";"2";NA;"4";"3";"2";"2";NA;NA;NA;"1";"1";NA;"1";"1";NA;NA;NA;NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"16";"2";NA;NA;NA;"24";"1";"1";"90";"1";"4";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"6sorhqf5jakifbpurjdisqyfp";"Defensive Midfielder";"José Fernando";"Arismendi Peralta";"2";"1";NA;"2";"3";"4";NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"19";"2";NA;NA;NA;"27";"1";"1";"90";"2";"8";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"60a2pk7zaclwwq7n9qchurxlh";"Defensive Midfielder";"Diego Felipe Andrés";"Orellana Medina";"1";NA;"2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"27";"2";NA;NA;NA;"36";"1";"1";"90";NA;"11";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"5io2106rxpshzsc39qigm1nth";"Attacking Midfielder";"Bryan Andrés";"Carvallo Utreras";NA;NA;"1";NA;"1";"3";NA;NA;NA;"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;"1";NA;NA;NA;NA;NA
"19";"2";NA;NA;NA;"24";"1";"1";"90";NA;"10";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"3kgj8qv3krm0g4u8eidfdw0r9";"Attacking Midfielder";"Juan Ezequiel";"Cuevas";"3";NA;"3";"4";NA;"4";NA;NA;NA;"3";NA;"1";"2";NA;"1";NA;"1";NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;"1";NA;NA;NA;NA;NA
"9";"1";NA;NA;NA;"12";"1";NA;"61";NA;"7";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"7ognu9dhj81u2vtk7e19sfe1h";"Attacking Midfielder";"Sergio Andrés";"Vergara Sáez";NA;"1";NA;NA;NA;"4";NA;NA;NA;NA;"1";NA;NA;NA;"2";NA;"1";NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"7";"1";NA;NA;NA;"15";"1";NA;"73";"2";"9";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"4amvjmzixl30pg91ep6b9xhx";"Striker";"Álvaro Sebastián";"Ramos Sepúlveda";"1";NA;NA;"1";"2";NA;NA;NA;NA;"1";"1";"2";NA;NA;NA;NA;"1";NA;NA;NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;"1";NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"1g6yxzrygguwxhf7r4d8zor56";"Substitute";"Benjamín";"Berríos";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"3fq5604unojymbtc83h504zu2";"Substitute";"Alexander Javier";"Concha Hidalgo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"3";"1";NA;NA;NA;"5";NA;"1";"29";NA;"0";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"2vsfek9vs6zdvueb4v23vrj6d";"Substitute";"Walter Rodrigo";"González Sosa";NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Attacker";NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"4";"1";NA;NA;NA;"8";NA;"1";"17";NA;"0";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"c960la319fh0462pqsmb3oezt";"Substitute";"Matias";"Leiva Arancibia";"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Attacker";NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"d9ns2ltj5nu2ysl23zf10o7ze";"Substitute";"Sebastián Rodrigo";"Pereira Abarca";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"6";"1";NA;NA;NA;"8";NA;"1";"29";"2";"0";"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"7pfg5o00t7x7u4w0raxp0obmd";"Substitute";"Camilo Bryan";"Rodríguez Pedraza";"2";"1";"2";"2";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Defender";NA;TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-24Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"519wvkcdietyvez20d6qiy4et";"Substitute";"Lawrence";"Vigouroux";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";TRUE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"28";NA;"4";NA;"7";"39";"1";NA;"90";NA;"1";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"cahlp9pj7zp7gsqqm04hc4i51";"Goalkeeper";"Matías Nicolás";"Cano";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";"1";NA;NA;NA;NA;NA;NA
"18";NA;NA;NA;NA;"30";"1";NA;"90";NA;"3";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"adqve2qobyms5fb3tyxnuowk5";"Defender";"Sebastián Eduardo";"Cabrera Morgado";"1";NA;"22";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";"1";NA;NA;NA;NA;NA;NA
"22";NA;NA;NA;NA;"29";"1";NA;"90";"2";"6";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"27mefql6p5otjduigrc51zwlx";"Defender";"Diego Alejandro";"Oyarzún Carrasco";"2";"1";NA;"2";NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";"1";"1";"1";NA;NA;NA;NA
"19";NA;NA;NA;NA;"31";"1";NA;"90";"1";"5";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"3xfqyb7n91x9qpsvjyj1ih785";"Defender";"Sebastián Ignacio";"Silva Pérez";"2";NA;NA;"2";NA;"2";NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";"1";NA;NA;NA;NA;NA;NA
"12";NA;NA;NA;NA;"21";"1";NA;"90";"3";"2";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"b5kfbt4ujf4eqmczu3uy04wd1";"Defender";"Jaime";"Soto Kaempfer";"3";"1";"10";"4";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;"1";NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";"1";NA;NA;NA;NA;NA;NA
"33";NA;NA;NA;NA;"44";"1";NA;"88";NA;"8";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"ev7jx7lueg0tle909rhurch5h";"Midfielder";"Sebastián Paolo";"Galani Villega";"3";NA;NA;"3";"2";"1";NA;NA;NA;"2";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";NA;"1";NA;NA;NA;NA;NA
"17";NA;NA;NA;NA;"25";"1";NA;"90";NA;"4";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"e78doxgzcih1dfw6qwsxf987p";"Midfielder";"Esteban Andrés";"Carvajal Tapia";"1";NA;NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";"1";NA;NA;NA;NA;NA;NA
"20";NA;NA;NA;NA;"27";"1";NA;"90";"1";"7";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"arj6wz36r6wr961xynqg4m4lx";"Midfielder";"Fernando Nicolás";"Cornejo Miranda";NA;NA;NA;NA;"2";"1";NA;NA;NA;"3";NA;NA;"2";NA;NA;NA;"1";NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";"1";"1";NA;NA;NA;"1";NA
"13";NA;NA;NA;NA;"19";"1";NA;"73";NA;"11";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"3fh1y6i5dkac6ojmvkmaxk639";"Striker";"Jonathan Oscar";"Benítez";"3";"1";"1";"3";"8";"2";NA;NA;NA;"1";"1";NA;"1";"1";NA;NA;NA;NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;"1";NA;NA;NA
"19";NA;NA;NA;NA;"30";"1";NA;"75";"3";"9";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"4zoh16h4bim3680g90nmnfb2t";"Striker";"Mauricio Ricardo";"Pinilla Ferreira";"1";NA;NA;"1";"1";"1";NA;NA;NA;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"9";NA;NA;NA;NA;"15";"1";NA;"90";"1";"10";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"5ttes0wvkueqfehjhb2a70amt";"Striker";"Rubén Ignacio";"Farfán Arancibia";"1";NA;"1";"1";"1";"1";NA;NA;NA;"6";NA;NA;"2";NA;NA;"1";"1";NA;NA;NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";"1";"3";"1";NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"8ubj53bb7ca15w8918ww1kqmt";"Substitute";"Ulises";"Castagnoli";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"bm1alok7qh0qp6g8brctk0c0l";"Substitute";"Kilian";"Delgado Quijones";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"1";NA;NA;NA;NA;"2";NA;NA;"2";NA;"0";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"bz9m6jlnvzlngtrn7e8w9av2t";"Substitute";"Gerardo Ignacio";"Navarrete Barrientos";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;"1";"Midfielder";NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;"3";NA;NA;"15";NA;"0";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"757f9x11lzcug3d6sn39d85wp";"Substitute";"Jesús Andrés";"Ramírez Díaz";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Attacker";NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"9moyfvvmmqifxzadeqg28js2d";"Substitute";"Daniel Enrique";"Retamal Vargas";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";FALSE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"7";NA;NA;NA;NA;"8";NA;NA;"17";NA;"0";"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"dt86y76v2vnu1r5u10sv1rlxx";"Substitute";"John Michael";"Salas Torres";NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";"Midfielder";NA;FALSE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-24Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"1831e89qomfa4hm3j7r4awpd6";"Substitute";"Cristian Alexander";"Zavala Briones";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";FALSE;"20g9ig7i8ueg5nvd3vq81spre";NA;NA;NA;NA;NA;NA;NA
"7";"1";"3";"1";"6";"24";"1";"1";"90";"2";"1";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"s018lxkr8e6bpxldf7vhxxhx";"Goalkeeper";"Cristian";"Campestrini";NA;"1";NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
"21";"1";NA;NA;NA;"28";"1";"1";"90";"1";"3";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"adl28qm975eh8twc47xds7845";"Defender";"Dylan Patricio";"Zúñiga Valenzuela";"2";"2";"8";"2";NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
"25";"1";NA;NA;NA;"35";"1";"1";"90";"4";"6";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"gy2us7bvt80iil2vmzdmxrrp";"Defender";"Cristian Fernando";"Suarez Figueroa";NA;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
"16";"1";NA;NA;NA;"26";"1";"1";"90";"8";"5";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"d9ns2ltj5nu2ysl23zf10o7ze";"Defender";"Sebastián Rodrigo";"Pereira Abarca";NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;"1";NA;NA;NA;NA;NA
"24";"1";NA;NA;NA;"31";"1";"1";"90";"1";"2";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"1g6yxzrygguwxhf7r4d8zor56";"Defender";"Benjamín";"Berríos";"1";NA;"10";"1";"3";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;"1";"1";NA;NA;NA;NA
"14";NA;NA;NA;NA;"22";"1";NA;"77";NA;"8";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"1z0ee5hxms409lpw0xysut3h1";"Midfielder";"Álvaro Alfredo Alejandro";"Madrid Gaete";NA;NA;NA;"3";"2";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
"20";NA;NA;NA;NA;"28";"1";NA;"88";"1";"4";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"aoz0966dxup25pg67nhvkszx1";"Midfielder";"Gonzalo Gastón";"Freitas Silva";NA;NA;NA;NA;"5";"1";NA;"1";"1";"2";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;"1";NA;NA;NA;NA;NA
"17";"1";NA;NA;NA;"25";"1";"1";"90";NA;"7";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"60a2pk7zaclwwq7n9qchurxlh";"Midfielder";"Diego Felipe Andrés";"Orellana Medina";"1";NA;"3";"2";"1";"2";NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;"1";NA;NA;NA;NA;NA
"18";"1";NA;NA;NA;"27";"1";"1";"90";NA;"11";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"dhy4u5ea6vtob2g2ugvzrn93p";"Striker";"Maximiliano Iván";"Ceratto";"1";NA;"3";"1";"1";"3";"1";NA;NA;"3";NA;"3";"2";"1";"2";NA;"2";NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;"1";"1";NA;NA;"1";NA
"8";NA;NA;NA;NA;"13";"1";NA;"69";"2";"9";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"clsskbmcp1npmlf4obp7aje8l";"Striker";"Isaac Alejandro";"Díaz Lobos";NA;NA;NA;NA;"4";"1";NA;NA;NA;"2";"1";NA;"1";"1";NA;"1";NA;NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;"1";NA;NA;NA
"7";NA;NA;NA;NA;"14";"1";NA;"58";NA;"10";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"6sorhqf5jakifbpurjdisqyfp";"Striker";"José Fernando";"Arismendi Peralta";"1";NA;NA;"1";NA;"1";NA;NA;NA;"2";"1";"2";"1";NA;"2";NA;"2";NA;NA;NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;"1";NA;NA;NA;NA;NA
"5";"1";NA;NA;NA;"8";NA;"1";"21";NA;"0";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"2vsfek9vs6zdvueb4v23vrj6d";"Substitute";"Walter Rodrigo";"González Sosa";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";"Attacker";NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;"1";NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"c960la319fh0462pqsmb3oezt";"Substitute";"Matias";"Leiva Arancibia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Attacker";"0";TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
"4";"1";NA;NA;NA;"8";NA;"1";"32";"1";"0";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"4amvjmzixl30pg91ep6b9xhx";"Substitute";"Álvaro Sebastián";"Ramos Sepúlveda";"1";NA;NA;"1";NA;NA;NA;NA;NA;"2";NA;NA;"1";NA;NA;NA;NA;"1";"Attacker";NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;"1";NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"5yjiqgdcnka7bm1i4dknxvq0a";"Substitute";"Benjamín Nicolás";"Rivera Silva";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
"5";"1";NA;NA;NA;"7";NA;"1";"13";NA;"0";"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"7pfg5o00t7x7u4w0raxp0obmd";"Substitute";"Camilo Bryan";"Rodríguez Pedraza";"1";NA;NA;"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Defender";NA;TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"1r0ykfguzzb2l7dthg9p85qeh";"Substitute";"Pedro  Iván";"Sánchez Torrealba";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Attacker";"0";TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-10-17Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"519wvkcdietyvez20d6qiy4et";"Substitute";"Lawrence";"Vigouroux";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";TRUE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
"14";"2";"6";"1";"7";"24";"1";"1";"90";"1";"1";"2019-10-17Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"amy1rmsc4xk6p78a8utq2j74l";"Goalkeeper";"Jorge Luis";"Deschamps";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
"17";"1";NA;NA;NA;"28";"1";NA;"73";"1";"3";"2019-10-17Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"2knmaxmdj593azj6y8jf7c7o5";"Defender";"Felipe Ignacio";"Saavedra Saavedra";"2";"1";"10";"3";"2";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
"33";"2";NA;NA;NA;"48";"1";"1";"90";"4";"6";"2019-10-17Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"euryh6bnrhjnutuhr0zblycid";"Defender";"Daniel Alejandro";"Franco";NA;"2";NA;NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;FALSE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;"1";NA
"29";"2";NA;NA;NA;"35";"1";"1";"90";"1";"5";"2019-10-17Z";"bd1veyn5g4r8zbaquf8b8pksp";"Curicó Unido";"62wv8ih6784cp0xhng2yv6b4l";"Defender";"Franco";"Bechtholdt Chervaz";"3";NA;NA;"4";"1";NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"cqtt1bbgjt919lqidi225q0kq";NA;NA;NA;NA;NA;NA;NA
